,comment_text,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE_OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE_OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
1129,"<->Pedimos a la carte (no menú del día) paella como plato principal- casi quemada, arroz pasado.",0,0,0,0,0,1,0,0,0,0,0,0
1130,"<->Gambas resecas y no sabemos por que, pero lo llenaron con trozos de esa ""sucedanio en forma de palo- pero con sabor a gamba""  que era casi caucho-imposible de comer.",0,0,0,0,0,1,0,0,0,0,0,0
1131,<->No pudimos comer ni la mitad de la paella,0,0,0,0,0,1,0,0,0,0,0,0
1132,<+>personal amable.,0,0,0,0,0,0,0,0,0,0,0,1
1133,<+>entrantes pasables -normal de sabor,0,0,0,0,0,1,0,0,0,0,0,0
1134,Relacion calidad precii muy buena.,0,0,0,0,1,1,0,0,0,0,0,0
1135,La comida era toda fantastica.,0,0,0,0,0,1,0,0,0,0,0,0
1136,Volveremos seguro.,0,0,0,0,0,0,0,0,1,0,0,0
1137,"Bien en general, un poco lento el servicio",0,0,0,0,0,0,0,0,1,0,0,1
1138,Correcto.,0,0,0,0,0,0,0,0,1,0,0,0
1139,Servicio diligente con voluntad de cumplir.,0,0,0,0,0,0,0,0,0,0,0,1
1140,"La cocina mejorable, al lado de platos excelentes por ejemplo el bacalao, otros no tanto como el atun, demasiado hecho.Aplicaron correctamente el descuento promocional.",0,0,0,0,0,1,0,0,0,0,1,0
1141,"Cocina excelente,todos los platos que pedimos estan exquisutos",0,0,0,0,0,1,0,0,0,0,0,0
1142,"Bonito restaurante, buen ambiente y servicio.",1,0,0,0,0,0,0,0,1,0,0,1
1143,Extremadamente juntas las mesas los platos sin sabor alguno.,1,0,0,0,0,1,0,0,0,0,0,0
1144,El pan excelente.,0,0,0,0,0,1,0,0,0,0,0,0
1145,"Entrada algo desordenada, con papel en suelo.vibración del metro y ruido de sala molesto.",1,0,0,0,0,0,0,0,0,0,0,0
1146,"Si la comida tuviese sabor, lo demás da igual.",0,0,0,0,0,1,0,0,0,0,0,0
1147,Excelente ubicación e iluminación.,1,0,0,0,0,0,0,1,0,0,0,0
1148,"Perfecta relación calidad-precio, servicio muy atento y comida exquisita.",0,0,0,0,1,1,0,0,0,0,0,1
1149,Totalmente recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1150,"Los camareros muy agradables y atentos, los entrantes son muy buenos.",0,0,0,0,0,1,0,0,0,0,0,1
1151,La paella bien por el precio.,0,0,0,0,1,0,0,0,0,0,0,0
1152,Todo estuvo muy bien.,0,0,0,0,0,0,0,0,1,0,0,0
1153,JR,0,0,0,0,0,0,0,0,0,0,0,0
1154,"No me contestaron y como me tenía que ir, les dije, mandé un segundo e.mail, diciéndoles que me llamaran.",0,0,0,0,0,0,0,0,0,0,0,0
1155,No fué así.,0,0,0,0,0,0,0,0,0,0,0,0
1156,Supongo que como era tarde y el día de S. Jordi no pudieron contestar.,0,0,0,0,0,0,0,0,0,0,0,0
1157,pero la experiencia me sirvió para conocer restaurantes.,0,0,0,0,0,0,0,0,0,0,0,0
1158,excelente menú desgustacion que va de menos a mas con dos platós finales realmete buenos.,0,0,0,0,0,1,1,0,0,0,0,0
1159,"El restaurante ""La Cullera de Boix"" es excelente tanto por el ambiente como el servicio, no tuvimos ningún problema.",1,0,0,0,0,0,0,0,0,0,0,1
1160,"Los servicios en estado lamentable, y los manteles, copas etc.",1,0,0,0,0,0,0,0,0,0,0,0
1161,pueden mejorar la limpieza.,1,0,0,0,0,0,0,0,0,0,0,0
1162,En cuanto a la comida y servicio de personal se puede afirmar que estava muy correcta.,0,0,0,0,0,1,0,0,0,0,0,1
1163,Personal amable pero la comida muy floja.,0,0,0,0,0,1,0,0,0,0,0,1
1164,"Sin ninguna gracia, arroz poco sabroso.",0,0,0,0,0,1,0,0,0,0,0,0
1165,No lo recomendaría!!!,0,0,0,0,0,0,0,0,1,0,0,0
1166,"En estos tiempos que corren vamos todos a por los descuentos sin renunciar a la calidad, este restaurante dio la talla en cuanto al menú degustación que escogimos, por cierto, todo buenísimo, las cantidades muy acertadas, el arroz caldoso nos gustó bastante.",0,0,0,0,0,1,1,0,0,0,0,0
1167,La atención de todo el personal fue muy buena y el local acogedor.,1,0,0,0,0,0,0,0,0,0,0,1
1168,Volveremos.,0,0,0,0,0,0,0,0,1,0,0,0
1169,<->Nada,0,0,0,0,0,0,0,0,0,0,0,0
1170,<+>La atencion,0,0,0,0,0,0,0,0,0,0,0,1
1171,Estamos muy contentos.,0,0,0,0,0,0,0,0,1,0,0,0
1172,"Fuimos 21 personas, trato excepcional, la cena estuvo bien.",0,0,0,0,0,1,0,0,0,0,0,1
1173,"El unico inconveniente el espacio, apenas nos podiamos mover.",1,0,0,0,0,0,0,0,0,0,0,0
1174,Por lo demás muy bien.,0,0,0,0,0,0,0,0,1,0,0,0
1175,"Magnífica atención, buena carta de vinos, muy buen paella.",0,0,0,1,0,1,0,0,0,0,0,1
1176,Repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
1177,"La comida muy buena, elegimos el menú degustación y es muy completo.",0,0,0,0,0,1,1,0,0,0,0,0
1178,"Lo único que tardaron mucho en traer la comida, esperamos mas de media hora y el menú estaba cerrado de antemano.",0,0,0,0,0,0,0,0,0,0,0,1
1179,"Realmente una gran decepción, pésimo servicio, además no sólo la bebida no está incluida sino que no te ponen ni pan ni siquiera agua.",0,0,0,1,0,0,1,0,1,0,0,1
1180,Estupendo el arroz caldoso con bogavante y muy buen trato.,0,0,0,0,0,1,0,0,0,0,0,1
1181,Es la seguna vez que vamos y la verdad es que la primera vez tuvimos una mala experiencia por un malentendido pero esta última vez todo fue bien.,0,0,0,0,0,0,0,0,1,0,0,0
1182,Nos atendieron de maravilla y después de las cenas nos regalaron una cuchara de madera a cada uno.,0,0,0,0,0,0,0,0,0,0,0,1
1183,"Celebramos en este restaurante nuestras Bodas de Plata y tengo que decir que fue todo perfecto, el servicio muy atento y amable y la comida estupenda, yo destacaría las croquetas del aperitivo (deliciosas) y como no, la paella.",0,0,0,0,0,1,0,0,1,0,0,1
1184,"Por poner algún pero, quizá el jamón no era todo lo ""ibérico"" que cabía esperar.",0,0,0,0,0,1,0,0,0,0,0,0
1185,Es un Restaurante muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1186,"Sitio tranquilo, raciones correctas, lo mejor los arroces y el precio.",1,0,0,0,0,1,1,0,0,0,1,0
1187,"El local tiene un ambiente muy agradable, y la comida es exquisita.",1,0,0,0,0,1,0,0,0,0,0,0
1188,El trato del personal fue muy bueno.,0,0,0,0,0,0,0,0,0,0,0,1
1189,El menú  degustacion nos pareció bueno y variado con un servicio muy atento y un trato agradable y la comida estaba buena con una buena relación calidad precio.,0,0,0,0,1,1,1,0,0,0,0,1
1190,Fue todo genial.,0,0,0,0,0,0,0,0,1,0,0,0
1191,No podemos dar ni una sola queja porque del primer momento que entramos hasta nuestra salida todo fue estupendo.,0,0,0,0,0,0,0,0,1,0,0,0
1192,"La comida exquisita, abundante, el ambiente y servicio muy agradables.",1,0,0,0,0,1,1,0,0,0,0,1
1193,"Para un menu gastronomico, si la comida es solo buena, por no decir discreta (en lo que a paella como plato principal se refiere) el resultado fue algo decepcionante, aunque el precio podria considerarse excepcional.",0,0,0,0,0,1,0,0,0,0,1,0
1194,"Hubiera mejorado con un mejor trato, servicio mas predilecto, mesa mas confortable.",1,0,0,0,0,0,0,0,0,0,0,1
1195,"Por ejemplo: paella, antes de emplatar, tanto cuesta mostrarla?",0,0,0,0,0,0,0,0,0,0,0,1
1196,son detalles que hacen perder valoración....,0,0,0,0,0,0,0,0,0,0,0,0
1197,"Esperaba un poco más del arroz, por lo demás, todo muy correcto.",0,0,0,0,0,1,0,0,1,0,0,0
1198,"Un menú estupendo, muy completo.",0,0,0,0,0,0,1,0,0,0,0,0
1199,"El trato muy bueno, muy amables, el arroz exquisito y a mitad de precio, lo recomiendo.",0,0,0,0,1,1,0,0,0,0,0,1
1200,"Solo para emergencias, no recomendable.",0,0,0,0,0,0,0,0,1,0,0,0
1201,"Restaurante correcto sin más pretensiones, abundante la comida pero sin una calidad extraordinaria.",0,0,0,0,0,1,1,0,1,0,0,0
1202,"El servicio pésimo, lento y no se enteraba de nada.",0,0,0,0,0,0,0,0,0,0,0,1
1203,El arroz tampoco me sorprendio.,0,0,0,0,0,1,0,0,0,0,0,0
1204,No creo que repita.,0,0,0,0,0,0,0,0,1,0,0,0
1205,Asistimos al restaurante para una cena de Navidad de la empresa y la relación calidad - precio nos soprendió.,0,0,0,0,1,1,0,0,0,0,0,0
1206,Muy buena carta y platos abudantes.,0,0,0,0,0,0,1,0,0,0,0,0
1207,El servicio es muy amable y diligente y el entorno (estuvimos en la sala privado) agradable.,1,0,0,0,0,0,0,0,0,0,0,1
1208,"Hicimos la cena de trabajo y estuvimos muy bien atendidos, el servicio muy bueno y la comida de las mejores que hemos hecho un dia como este que los restaurantes se llenan de grupos.",0,0,0,0,0,1,0,0,0,0,0,1
1209,No bajaron ni la calidad ni la presentacion.,0,0,0,0,0,1,1,0,0,0,0,0
1210,Aunque estabamos varios grupos no sufrimos por el ruido y nosotros pudimos hablar sin gritar.,1,0,0,0,0,0,0,0,0,0,0,0
1211,Arróz muy bueno y buena cantidad.,0,0,0,0,0,1,1,0,0,0,0,0
1212,Muy bueno restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
1213,"La gente que ha dado su opinion,  que son amigos o familiares?",0,0,0,0,0,0,0,0,0,0,0,0
1214,"Nada más entrar un olor impresionante a cocina poco limpia, luego unos entrantes ",1,0,0,0,0,0,0,0,0,0,0,0
1215,"de miedo, navajas con tierra, musclos con sabor a ""no se"", calamares que parecian tortillitas, vino blanco poco frio, jamon iberico calificacion 5 justito y por fin la paella muy buena la verdad, despues para rematar la faena los lavabos sucios, en la renfe creo que estan mas limpios, pues nada mas ""muy contentos"", no volveremos mas.",1,0,0,1,0,1,0,0,1,0,0,0
1216,Muy bien.,0,0,0,0,0,0,0,0,1,0,0,0
1217,Pica pica y vino muy buenos.,0,0,1,0,0,1,0,0,0,0,0,0
1218,Servicio muy bueno y nos han tenido en cuenta.,0,0,0,0,0,0,0,0,0,0,0,1
1219,"Mesa apartada por lo tanto, intimidad.",1,0,0,0,0,0,0,0,0,0,0,0
1220,Servicio y calidad correctos.,0,0,0,0,0,1,0,0,0,0,0,1
1221,Excelentes arroces.,0,0,0,0,0,1,0,0,0,0,0,0
1222,Todo muy bien,0,0,0,0,0,0,0,0,1,0,0,0
1223,"Estuvimos en este restaurante en noche vieja y estuvo todo muy bien, la comida muy buena y el sitio agradable.",1,0,0,0,0,1,0,0,1,0,0,0
1224,"El servicio correcto, trato agradable, el precio también.",0,0,0,0,0,0,0,0,0,0,1,1
1225,"Los arroces espectaculares, muy bien.",0,0,0,0,0,1,0,0,0,0,0,0
1226,Preparamos una cena para el día de Navidad y la verdad es que no nos fue fácil encontarr algún restaurante abierto hasta que encontré esta página.,0,0,0,0,0,0,0,0,0,0,0,0
1227,"El restaurante está muy bien, céntrico, buenos precios y la comida muy buena.",0,0,0,0,0,1,0,1,1,0,0,0
1228,"Éramos un grupo de 11 y nos prepararon una mesa un poco apartadita y el tarto fue muy bueno,lo recomiendo.",0,0,0,0,0,0,0,0,1,0,0,1
1229,"Merece la pena el menu degustación, por 32,50 euros tiene una calidad excelente.",0,0,0,0,1,1,0,0,0,0,0,0
1230,"El tapeo en la barra es fantástico, variado y precio correcto.",0,0,0,0,1,1,1,0,0,0,0,0
1231,Por ponerle un fallo para el poco tiempo que lleva va mucha gente atraída por el diseño del local y la fama que va cogiendo su cocina. ,0,0,0,0,0,0,0,0,0,0,0,0
1232,"Me pase el viernes para conocerlo, me quede impresionado del diseño del local, y no digamos con la carta que tienen, probé entre otras cosas un huevo a 65 grados con una tierra y chistorra que era para caerse al suelo.",1,0,0,0,0,1,1,0,0,0,0,0
1233,Los precios son increíblemente razonables.,0,0,0,0,0,0,0,0,0,0,1,0
1234,Merece la pena desde luego. ,0,0,0,0,0,0,0,0,1,0,0,0
1235,Local decorado muy moderno y elegante.,1,0,0,0,0,0,0,0,0,0,0,0
1236,la terraza con sillas de director en la misma linea de elegancia.,1,0,0,0,0,0,0,0,0,0,0,0
1237,La comida y el servicio muy bien y el precio mejor todavía.,0,0,0,0,0,1,0,0,0,0,1,1
1238,Muy recomendable. ,0,0,0,0,0,0,0,0,1,0,0,0
1239,"El sábado 01-11-14, estuvimos cenando mi pareja y yo, y otra pareja, y salimos todos encantados, yo este sitio solo lo había visitado para tomar una tapa, y como he visto que la gente hablaba bien de la carta, lo probamos y efectivamente fue un total acierto, hacia tiempo que no encontraba un sitio con tanta amabilidad desde el principio al final, por lo que yo puedo hablar, la comida estaba buenísima, elegimos el menú degustacion , y todo estaba riquísimo, el tiempo de los platos correcto, no tardaban nada, ademas dentro del menú entraba todo agua, vino, cafés e incluso chupitos, yo la verdad pienso volver, y pienso probar el resto de la carta, para saber si todo esta, tan rico como el menú que tomamos.",0,0,0,0,0,1,1,0,1,0,0,1
1240,"Yo invito a la gente que lo prueben y opinen, ya que es un sitio también muy bonito y acogedor.",1,0,0,0,0,0,0,0,0,0,0,0
1241,Si siguen así pienso que pueden tener un buen futuro. ,0,0,0,0,0,0,0,0,1,0,0,0
1242,"El local me encanta, el servicio muy bueno, la comida genial, aunque yo destacaría el huevo a 65 grados y el sashimi de atun que es para flipar y una torrija que te dan ganar de repetir, estuve allí el miércoles pasado con unas amigas y tenemos claro que volveremos , ah!",1,0,0,0,0,1,0,0,1,0,0,1
1243,por cierto los precios muy razonbles ,0,0,0,0,0,0,0,0,0,0,1,0
1244,"la comida muy buena y atención buenísima, el menú degustación se queda bastante corto de cantidad, necesitas pedir algún plato mas y eso te eleva el precio, ya que las raciones son muy justas ",0,0,0,0,0,1,1,0,0,0,0,1
1245,Muy bien.,0,0,0,0,0,0,0,0,1,0,0,0
1246,Cena estupenda trato excelente. ,0,0,0,0,0,1,0,0,0,0,0,1
1247,"La carta tiene platos muy apetecibles, es difícil decidirse y el trato es correcto.",0,0,0,0,0,0,1,0,0,0,0,1
1248,Sí es cierto que tardaron muchísimo en atendernos y que faltan pequeños detalles como una carta de vinos.,0,0,0,1,0,0,0,0,0,0,0,1
1249,"Algunos de los platos, no tenían la calidad que esperamos (como el pulpo braseado) y no pudimos probar el atún porque se les había terminado.. ",0,0,0,0,0,1,0,0,0,0,0,0
1250,El precio puede ser algo elevado pero es un lugar agradable. ,1,0,0,0,0,0,0,0,0,0,1,0
1251,"Nos gusto mucho el sitio, la comida y la atención Tomamos el menu desgustacion y merece la pena, las raciones no son generosas pero no te vas con hambre, solo una pega: que la carne estaba templadaMuy recomendable para quien busca calidad y no cantidadAdemas no hay sorpresas de que si te cobro mas por pedir otra botella de vino o el pan……Ademas café y chupito incluido en los 34€/persona ",1,0,0,0,0,1,1,0,0,0,1,1
1252,"Estuve cenando ayer por la noche, tenía ganas de probarlo, la verdad es que la comida estaba buena, de hecho felicitamos al cocinero (creo que se llamaba César).",0,0,0,0,0,1,0,0,0,0,0,1
1253,"El problema quizá pudo ser que en vez de pedir el menú degustación tiramos de carta, y sinceramente, me pareció un poco caro en relación con el tamaño de las raciones, a saber, un pulpo asado con langostinos, un atún rojo con teriyaki y algas, un steak tartare, un helado de ferrero rocher, la torrija con helado, dos aguas, una copa de vino y una cerveza 53 euros en total.",0,0,0,0,0,0,0,0,0,0,1,0
1254,"Mi acompañante ya había cenado y se limitó a picotear de mis platos por probarlos, es decir, que salvo el postre y las bebidas, sólo cené yo.",0,0,0,0,0,0,0,0,0,0,0,0
1255,"Y si bien repito que la comida estaba muy correcta, incluso por encima de la media de lo que se come en muchos sitios, lo cierto es que la cantidad de las raciones era justita.",0,0,0,0,0,1,1,0,0,0,0,0
1256,"Habrá quien diga con razón que 53 euros por cinco platos no es caro si están buenos, pero es que hoy en día la restauración ha cambiado mucho, y se puede comer muy bien por precios más asequibles en otros restaurantes de la ciudad, entre ellos algunos de los que comenta el Sr. Aranda en este blog.",0,0,0,0,0,0,0,0,0,0,1,0
1257,"Insisto en que en realidad la cena fué para un persona, con una copa de vino.",0,0,0,0,0,0,0,0,0,0,0,0
1258,"La próxima vez pediré el menú degustación, y supongo que saldrá bastante más económico, y mejorará la relación calidad-precio.",0,0,0,0,0,0,0,0,0,0,0,0
1259,"En cualquier caso un sitio interesante para cenar, en concreto el pulpo con langostinos, delicioso. ",1,0,0,0,0,1,0,0,0,0,0,0
1260,Pedimos el menú degustación y la verdad estaba todo muy bueno.,0,0,0,0,0,0,1,0,0,0,0,0
1261,"Los canelones de gallina trufados, excelentes, así como el huevo y el postre.",0,0,0,0,0,1,0,0,0,0,0,0
1262,Volveremos sin dudarlo. ,0,0,0,0,0,0,0,0,1,0,0,0
1263,Paseabamos por esa calle y entramos en el Dobleuno simplemente porque queríamos tapear algo.,0,0,0,0,0,0,0,0,0,0,0,0
1264,No lo conocíamos y no esperábamos nada especial.,0,0,0,0,0,0,0,0,0,0,0,0
1265,La sorpresa fue tremenda cuando probamos la primera tapa y siguió con las demas.,0,0,0,0,0,0,0,0,0,0,0,0
1266,Buena calidad y precio razonable.,0,0,0,0,1,1,0,0,0,0,0,0
1267,Nos gusto tanto que al día siguiente fuimos a cenar.,0,0,0,0,0,0,0,0,1,0,0,0
1268,"Pedimos ensalada de espinacas, rissotto de setas y pulpo con langostinos.",0,0,0,0,0,0,0,0,0,0,0,0
1269,Increíble.,0,0,0,0,0,1,0,0,0,0,0,0
1270,No es común encontrar tanta calidad hoy en día y eso se agradece.,0,0,0,0,0,1,0,0,0,0,0,0
1271,"El único “pero” es el tiempo de espera entre plato y plato, pero entiendo que no es excesivo si tenemos en cuenta que los platos son muy elaborados y se hacen en el momento. ",0,0,0,0,0,0,0,0,0,0,0,1
1272,"Pues discrepo del anterior comunicante Yo suelo comer mucho en el Frances y aunque es cierto que ha bajado algo la calidad se sigue comiendo bien, abundante y en un sitio acogedorLo recomiendo porque a pesar de todo se sigue comiendo bien es cierto que se echa en falta a jose el dueño, ahora estan los hijos y siempre pierde algo al pasar d euna generacion a otra  ",1,0,0,0,0,1,1,0,0,0,0,1
1273,Saludos ,0,0,0,0,0,0,0,0,0,0,0,0
1274,Menos mal que le puedo leer por una vez  una crítica acertada.felicidades sr. Aranda. ,0,0,0,0,0,0,0,0,0,0,0,1
1275,"Restaurante diferente, creativo y agradable.",1,0,0,0,0,0,0,0,0,0,0,0
1276,La comida buenísima y sorprendente y el servicio impecable.,0,0,0,0,0,1,0,0,0,0,0,1
1277,Volveremos. ,0,0,0,0,0,0,0,0,1,0,0,0
1278,Fue todo una experiencia.,0,0,0,0,0,0,0,0,0,0,0,0
1279,La comida estupenda y el trato magnífico. ,0,0,0,0,0,1,0,0,0,0,0,1
1280,"Excelente trato y excelente comida, muy recomendable. ",0,0,0,0,0,1,0,0,1,0,0,1
1281,La comida excelente.,0,0,0,0,0,1,0,0,0,0,0,0
1282,el servicio un poco lento. ,0,0,0,0,0,0,0,0,0,0,0,1
1283,"Buena voluntad pero exceso d ingredientes a fusionar,nada sublime ni sorprendente,amabilidad mucho camino x delante,no para repetir,a destacar q como el vino elegido no nos gustó nos lo cambiaron sin coste ",0,0,0,0,0,0,1,0,1,0,0,1
1284,"No es un comentario al restaurante lo que quiero hacer, sino una apreciación a tu comentario.",0,0,0,0,0,0,0,0,0,0,0,0
1285,Dices que por ese precio hay que comer bien.,0,0,0,0,0,0,0,0,0,0,0,0
1286,"Yo creo que en cualquier sitio que se sirvan comidas hay que comer bien te cobren lo que te cobren, ¿o es que con un precio barato se justifica que te pongan algo incomible?",0,0,0,0,0,0,0,0,0,0,0,0
1287,Mi opinión es que entonces es una estafa.,0,0,0,0,0,0,0,0,1,0,0,0
1288,"Si sirven tortilla de patata tiene que ser buena te cobren 2 euros o te cobren 100, el incremento del precio se deberá a otros factores como puede ser la profesionalidad, números de mesas por camarero, decoración del local y otros factores externos a la comida propiamente.",0,0,0,0,0,0,0,0,0,0,0,0
1289,"Un saludo, y gracias por tus críticas. ",0,0,0,0,0,0,0,0,0,0,0,0
1290,"Sí Manolo, tienes razón, no me he explicado bien, quería decir que no es un precio bajo como para poder dar todo por “bueno”, que hay que exigir un poco más.",0,0,0,0,0,0,0,0,0,0,0,0
1291,Un saludo. ,0,0,0,0,0,0,0,0,0,0,0,0
1292,"Hola,Comunicaros que ya lo podeis quitar de la lista, ya que hace un mes que lo han cerrado.",0,0,0,0,0,0,0,0,0,0,0,0
1293,Una pena ,0,0,0,0,0,0,0,0,0,0,0,0
1294,"lo mejor el jamon en lugar de sidreria pondria jamoneria, en mivida tome mejor jamonun saludo ",0,0,0,0,0,1,0,0,0,0,0,0
1295,"Tanto por placer como por trabajo, he visitado unas cuantas veces este restaurante .",0,0,0,0,0,0,0,0,0,0,0,0
1296,Destaca en todo lo que ofrece y lo hace de manera sobresaliente con la carne y los pescados.,0,0,0,0,0,1,0,0,1,0,0,0
1297,Absolutamente recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1298,"En mi opinión, es uno de los restaurantes mas profesionales de Zaragoza . ",0,0,0,0,0,0,0,0,0,1,0,0
1299,"En mi opinión, uno de los mejores restaurantes de Zaragoza.",0,0,0,0,0,0,0,0,1,0,0,0
1300,Lo he visitado en varias ocasiones y he de destacar la excelente calidad de la materia prima y el saber hacer en la cocina.,0,0,0,0,0,1,0,0,0,0,0,0
1301,"Puedes encontrar desde un chuletón bien trabajado, pasando por unos pescados en su punto justo o irte a menús mas elaborados, llenos de sabor y contrastes sin adulteraciones en el sabor.",0,0,0,0,0,1,1,0,0,0,0,0
1302,Relación calidad-precio fantástica.,0,0,0,0,1,1,0,0,0,0,0,0
1303,Absolutamente recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1304,Mireya ,0,0,0,0,0,0,0,0,0,0,0,0
1305,Reserve y estuve comiendo con un buen amigo.,0,0,0,0,0,0,0,0,0,0,0,0
1306,Nos dejamos guiar y nos ofrecieron de entrantes para compartir unos buñuelos de bacalao con alioli de membrillo y unos calamares a la plancha.,0,0,0,0,0,0,0,0,0,0,0,0
1307,"De platos principales unos ""fideus rossejats"" y un tronco de merluza a la donostiarra; de postre el famoso ""tiramisú"" de la casa y una tarta de manzana caramelizada con helado de vainilla.",0,0,0,0,0,0,0,0,0,0,0,0
1308,Todo óptimo.,0,0,0,0,0,0,0,0,1,0,0,0
1309,Le solicité al responsable de Sala que el chef pusiera más guindilla al aderezo con ajos de la merluza.,0,0,0,0,0,0,0,0,0,0,0,0
1310,Así lo hizo y el resultado fue espectacular.,0,0,0,0,0,0,0,0,0,0,0,0
1311,"Para beber: un vino que recomienda la casa, el Viña Salceda Reserva 2010 D.O.C.",0,0,0,0,0,0,0,0,0,0,0,0
1312,"Rioja (divino y de una cosecha ""excelente"").",0,0,1,0,0,0,0,0,0,0,0,0
1313,Este restaurante es uno de los valores más seguros de la cocina catalana en Barcelona.,0,0,0,0,0,0,0,0,1,0,0,0
1314,Siempre es excelso en su comida y perfecto en su servicio.,0,0,0,0,0,1,0,0,0,0,0,1
1315,El ambiente también es de maravilla.,1,0,0,0,0,0,0,0,0,0,0,0
1316,No se puede pedir más.,0,0,0,0,0,0,0,0,0,0,0,0
1317,Hacia tiempo que no habia estado y la experiencia fue muy decepcionante.,0,0,0,0,0,0,0,0,1,0,0,0
1318,Extremadamente caro por el tipo de cocina.,0,0,0,0,1,0,0,0,0,0,0,0
1319,"Croquetas oleosas, salmón marinado insulso y escaso láminas transparentes, alcachofas con almejas duras  y sosas de vivero cuando el precio del plato fue de 28€, el carpaccio de rape  testimonial.",0,0,0,0,1,1,1,0,0,0,0,0
1320,El trato del maitre que nos tomó nota fue de muy poca profesionalidad impresionante y rozando la mala educación.,0,0,0,0,0,0,0,0,0,0,0,1
1321,"Desde que lo descubrí hace unos años, siempre que voy a barcelona, voy a l ólive.",0,0,0,0,0,0,0,0,0,0,0,0
1322,me encanta.,0,0,0,0,0,0,0,0,1,0,0,0
1323,Un restaurante muy recomendable.,0,0,0,0,0,0,0,0,1,0,0,0
1324,La comida es deliciosa y las cantidades son más que aceptables.,0,0,0,0,0,1,1,0,0,0,0,0
1325,Algo caro pero sin duda muy recomendable para comer bien en Barcelona.,0,0,0,0,0,1,0,0,0,0,1,0
1326,Prefiero no opinar por el desengaño que tuve.,0,0,0,0,0,0,0,0,1,0,0,0
1327,"Empecé el día con buen pie y lo continué escogiendo el lugar idóneo para comer, charlar  con los amigos y estar muy bien atendida.",0,0,0,0,0,0,0,0,1,0,0,0
1328,El local te ayuda a conseguir que puedas intercambiar ideas con  quienes compartes la mesa dado el bajo tono en que los comensales mantienen sus conversaciones.,1,0,0,0,0,0,0,0,0,0,0,0
1329,El servicio excelente.,0,0,0,0,0,0,0,0,0,0,0,1
1330,"Atentos, educados, discretos, todos cuantos nos atendieron y al despedirnos acudieron a darnos el último adios y el ""hasta la próxima.."" Prometimos volver pero esa vez con muchos más amigos a los que, previamente, habremos informado de ese almuerzo que nos redondeó un sábado inolvidable.",0,0,0,0,0,0,0,0,1,0,0,1
1331,Gracias.,0,0,0,0,0,0,0,0,1,0,0,0
1332,Es muy buen restaurante.,0,0,0,0,0,0,0,0,1,0,0,0
1333,Ya habiamos estado en el anterior en la calle muntaner.,0,0,0,0,0,0,0,0,0,0,0,0
1334,"Este es mucho mas elegante, el trato muy correcto y la ambientacion te hace sentir muy a gusto.",1,0,0,0,0,0,0,0,0,0,0,1
1335,La comida de calidad.,0,0,0,0,0,1,0,0,0,0,0,0
1336,Recomiendo los calçots rebozados.,0,0,0,0,0,1,0,0,0,0,0,0
1337,Sin duda repetiremos.,0,0,0,0,0,0,0,0,1,0,0,0
1338,el restaurante y la comida estupenda.,0,0,0,0,0,1,0,0,1,0,0,0
1339,Pero la mujer que esta de cajera que fue quien nos recibio desde el primer momento nos hablo en catalan incluso dandose cuenta de que no lo entendiamos.,0,0,0,0,0,0,0,0,0,0,0,1
1340,me parecio de muy mal gusto puesto que que jamas he tenido ese problema en Barcelona y esto ha repercutido en mi valoracion al restaurante.,0,0,0,0,0,0,0,0,0,0,0,0
1341,Hemos comido bastante bien.,0,0,0,0,0,0,0,0,1,0,0,0
1342,"Los primeros bien, la carne excelente.",0,0,0,0,0,1,0,0,0,0,0,0
1343,Se acerca más a los 45 que a los treinta euros.,0,0,0,0,0,0,0,0,0,0,0,0
1344,El trato exquisito.,0,0,0,0,0,0,0,0,0,0,0,1
1345,"Se nota que llevan un mes y medio y les falta un poco de rodaje, pero se le ven ganas de agradar para ganarse la clientela.",0,0,0,0,0,0,0,0,1,0,0,0
1346,"Si no bajan la guardia, es posible que trabajen.",0,0,0,0,0,0,0,0,0,0,0,0
1347,Les deseo mucha suerte.,0,0,0,0,0,0,0,0,0,0,0,0
1348,"PD: No tiene nada que ver con la película de Darín, solo que les gustó el nombre.",0,0,0,0,0,0,0,0,0,0,0,0
1349,Deberían revisar las raciones que sirven: son realmente escasas!!,0,0,0,0,0,0,1,0,0,0,0,0
1350,"Comida y servicio excelentes, única pega la ya mencionada; raciones muy ""minimalistas"".",0,0,0,0,0,1,1,0,0,0,0,1
1351,"Por esto mismo no doy un 10 en ""calidad-precio"", aunque la calidad sea excelente.",0,0,0,0,1,1,0,0,0,0,0,0
1352,Ayer estuvimos en el Aragonia para comer.,0,0,0,0,0,0,0,0,0,0,0,0
1353,"La reserva sin ningún problema, la atención inmejorable, preguntándonos si todo estaba en orden y el punto de la comida.",0,0,0,0,0,0,0,0,0,1,0,1
