HS,CN
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Haurren sexu abusuen eta bortxaketaren delitu latzak ez dira erlijio bakar batera mugatzen eta tragikoki hedatuta daude mundu osoko gizarte askotan.
"Musulmanak eta britainiarrak ez direnak gure emakumeak bortxatzen, esklabutzen eta hiltzen ari dira! Nazkagarria!","Hau estatistika tristea da. Gure gizarteak ahal duen guztia egin beharko luke horrelako delituak prebenitzeko. Hala ere, ez da egia etorkinak errudunak direla. Estatistikek erakusten dute askoz bortxatzaile gehiago daudela bertakoen artean. Azken finean, etxean daude hemen."
"Islamaren xedea gure herrialdea kontrolpean hartzea da: gure gobernuaren laguntza izaten saiatzen ari dira eta hori egiten dutenean, sharia ezarriko dute eta gure herrialdea gobernatuko dute.","Hau benetan gertzen da edo zure irudimena besterik ez da? Ez dut uste gure kontrola hartzeko asmoa dutenik. Agian bere herria gure herrian eraikitzen saiatzen ari dira, baina hipotesi gehiegi egiten ari zara."
Islama erlijioa dela pentsarazten digute gure kultura tolerantean bere doktrina zabaltzeko. Nahikoa da!,"Erlijio guztietako jarraitzaileak eta bat bera ere jarraitzen ez dutenak toleranteagoak izatea nahi nuke. Mundu kristau tolerantean bizitzeko, ziur diskriminazio asko eta gorroto delitu ugari daude."
Musulmanek gure mundua kutsatzen dute.,1.600 milioi pertsonek jarraitzen duten erlijioa ez da izurria.
"Bitxia da Pazko arrautza ia guztiak ""txokolatezko arrautzak"" bezala etiketatuta egotea. Gurean musulman gehiegi daudelako eta enpresek gure kulturaren aurka egin behar dutelako gertatzen da hau.","Begiratu nuen azken aldian oso hitz gutxi zeuden, bonboien argazkiak besterik ez, horixe da guk txokolatea nahi izatekoa eta arrautzak saltzeko eraginkorrena."
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.","Orduan, zergatik eskatu genien etortzeko, lehenik eta behin? Ez al zen gure NHSa salbatzeko, trenak eta posta bulegoa salbatzeko? Horietako bat ere ez zegoen oso ondo, begiratu nuen azken aldian, uste dut oraindik ere behar ditugula."
"Jendea kartzelara joaten da musulmanen aurka hitz egiteagatik, baina europarren aurkako krimen islamikoak zigorrik gabe geratzen dira. Jendeak debekatuta dauka Erresuma Batuan sartzea hitz egiteagatik bakarrik, baina bortxatzaile musulmanak sar daitezke. Ingeles legeek jazartzen gaituzte, gu ingelesok defendatu beharrean.",Esteka eman al dezakezu musulmanak kritikatzeagatik kartzelan dauden pertsonei buruzko txostenarekin? Ezin dut sinetsi datu ofizialak ikusi arte.
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.","Bestalde, 10.000 musulman baino gehiagok terrorismoaren aurkako protesta egin zuten bakearen alde eta jendeak terrorismoa salatzen zuten kartelak jarri zituen."
Musulmanek zigor krudel eta korporalak ezartzen dizkiete pertsonei.,"Beraz, ez zinen inoiz eskola publikora joan!"
"Bitxia da Pazko arrautza ia guztiak ""txokolatezko arrautzak"" bezala etiketatuta egotea. Gurean musulman gehiegi daudelako eta enpresek gure kulturaren aurka egin behar dutelako gertatzen da hau.","Horren froga, mesedez?"
"Milaka neska britainiar musulmanek eta britainiarrak ez diren beste etorkinek bortxatu, esklabotu edo hiltzen dituzte. Ai, gaixoak zuek!",Froga mesedez? Hau gorrotoa besterik ez da.
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Txiokatu aurretik begiratu al duzu Google-en? Txio islamofobo batzuk hain dira okerrak, ez dakit inork nola sinets ditzakeen."
"Islamistak gaizkileak dira: pertsonak bortxatu, esklabotu eta erail egiten dituzte. Islama erlijio baten ordez gurtza bat da eta ez dugu haiekin partekatzeko ezer.","Islama ez dela erlijioa edo pertsona gaiztoak beste edozein fedetan existitzen ez direla esateak, besterik gabe, ez du laguntzen. Izan gaitez errealista eta aurre egin diezaiogun haurren tratu txarrei eta esklabutzari."
"Islama ez da erlijio baketsua eta ez du gizonik onena ekoizten. Emakumeak salatu eta krimena sustatzen du. Gaizkileak ez dira arraza edo erlijio jakin batekoak, baina arraza eta erlijio batek gaizkileak sortzen ditu.","Gaur egun, gehiengo musulmaneko komunitate askotan, emakumeak gizonak bezala tratatzen dira, are hobeto zenbait lekutan. Adibidez, emakume askok zientzialari, ingeniari, abokatu eta abar bezala lan egiten dute."
"Antisemitismoa ezin da desagerrarazi: gure herrialdea musulman antisemitaz beteta dago. Gure lan guztiak ez du ezertarako balio, islamiar gehiegi daude!",Ba al dakizu antiislamismoa antisemitismoaren berdina dela? Berdin-berdin dago gaizki juduak eta musulmanak gorrotatzea.
"Musulmanek ez dute integratu nahi, sharia inposatu nahi dute. Eta gero errespetua eskatzen dute! Arazo bat dira!","Pertsona erlijioso orok nahiko luke bere erlijioa errespetatua izatea, ez soilik musulmanek. Bigarrenik, ez ditut inoiz ikusi denen errespetua eskatzen."
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Mendebaldeak musulmanak eta Ekialde Hurbileko herrialdeak bonbardatzen ditu etengabe. Agian jendea leherrarazteari utzi beharko genioke.
Sexu-erasoitzaile musulmanen taldeak gobernuak eta poliziak babesten dituzte. Hau traizioa da!,"Ez, ez dira, froga ezazu."
"Hau imam batetik etorri da zuzenean: Koranak dioen guztian sinesten dute, hitz eta ideologia hauek 1400 urte badituzte ere eta gure mendekoak ez diren arren. Liburu izugarri hau gaur egungo munduko arazo guztien erroa da.","Laguna, Koranak bezala, kultura eta erlijio askotako literatura zahar askok irakurtzea merezi dute oraindik. Adibidez, Biblia eta eskritura budistak mundu osoan irakurtzen dira eta hizkuntza askotara itzultzen dira."
"Oso bitxia da, Pazko arrautza gehienak ""txokolatezko arrautzak"" bezala etiketatuta daude,  uste dut hau gure herrialdeko musulmanengatik gertatzen ari dela eta enpresek gure kultura traizionatzen dute.",Musulmanek diru gehiago xahutzeko diseinatutako marka korporatiboko taktikekin zer zerikusi duten galdetzen diot nire buruari.
Sexu-erasoitzaile musulmanen taldeak gobernuak eta poliziak babesten dituzte. Hau traizioa da!,Talde hauek existitzeko arrazoi bakarra da ez dutela BBC edo Eliza bezalako erakunderik beraiek babesteko.
Inbasio musulmana Londresko izurrite berria da. Jatorrizko herrialdeetara aberriratu behar dira!,"Erresuma Batuan jaiotako musulmanen kopurua ikusita, adierazpen hau tontakeria da. Ezin duzu inoiz inora joan ez den norbait aberriratu."
Islama ezabatu beharreko gaixotasunaren parekoa da.,"Egia esan, asiarrak edo britainiar-asiarrak diren mediku britainiarren %26-a minbiziari aurre egiten laguntzen ari dira."
Mila urte daramatzagu islamarekin gerran.,Nork dio hau?
Ez ezazu inoiz bazkaria partekatu musulman batekin - GIBa edo ebola har ditzakezu.,"Bistan denez, hori ez da gaixotasun bat harrapatzeko modua, ezta?"
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Benetan? Baita gure NHS martxan mantentzen duten zirujau, mediku eta erizainak ere? Garraio publikoa martxan mantentzen dutenak, etxera eramateko eta izkinako dendetako janariarekin elikatzen diren langile-familiak, kirol, entretenimendu eta zientzia sarietan urrezko dominak irabazten dituztenak."
Ez banatu inoiz ogia Quranimal batekin. GIB edota Ebola harrapatzeko arriskua duzu.,"Duela gutxi bazkaldu nuen lagun musulman batzuekin. Nolabait ere, oraindik GIB eta Ebolarik gabe jarraitzen dut!"
"Islama sekta da eta ez erlijioa. Haurrak bortxatu, jendea esklabotu eta erail egiten dituzte, gure balioak erasotzen dituzte eta ez du ezer onik ekartzen. Bateraezina da gure bizimoduarekin.","Krimen larriak dira hauek, ziur asko ohikoak direnak profesatzen duten pertsonentzat. edo fede batzuei atxikitzen direnak, nahiz eta ""barrutik"" begiratuta ez diren ""jainkotiar"" gisa hautematen. Gehiago da jokabideari buruz, doktrina kontua baino."
Musulmanek ez dute lekurik Europa zibilizatuan.,"Beno, musulman gehienak hemen daude gurutzada 'zibilizatuak' direla eta, maila insdutrialeko esklabutza 'zibilizatua' eta baliabide naturalen espoliazio 'zibilizatua' dela eta, eta hala ere, Erresuma Batuko musulmanen gehiengo handia britainiarra izateaz harro dago, gogor lan egiten dute eta ekonomia laguntzen dute."
"Joan zaitezte pikutara, musulman nazkagarriak! Ez zara nire seme-alabekin edo bilobekin ezkonduko, guztiok gorroto zaituztegu!","Zergatik zara hain zakarra beste pertsonekin? Ez dakit nola iraindu zintuzten, baina argi dago zu haiei iraintzen ari zarela."
"Haien herrialdeetan ez dugu elizarik eraikitzeko baimenik, zergatik utzi behar zaie gurean meskitak eraikitzen?",Ez al litzateke erlijio askatasuna ospatu behar?
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Zergatik? Ezagutzen ditudan musulmanak langile arruntak dira, beste edozein erlijiokoak bezalakoak."
"Estatistikek diote Erresuma Batuko musulmanen% 99 hain alferrak direla, ez dutela lan egin nahi.","Beraz, aurkitu ditudan mediku musulman guztiak, negozio jabeak, militarrak, taxi gidariak, sukaldariak, etab. %1 horren barruan sartzen dira orduan?"
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Ba al zenekien musulmanek Europan unibertsitateak sartu zituztela? Hau da, mendebaldeko gizarteek oinarri duten ezagutza."
"Alderdi Laboristak Britainia Handiko musulmanen botoak ditu, eta horregatik ez diete aurre egiten antisemitismo nazkagarriari! Matematika kontua da, kito.",Frogak? Gorroto guztia okerra da eta aurre egin behar zaio.
"Birminghameko inguruetako denda musulmanetan egon naiz eta niri zerbitzatzeari uko egin diote. ""20:00etatik aurrera zuriak ez dira onartzen"" esaten zuten seinaleak ere ikusi ditut.","Frogak eman eta egia bada, gorrotoak ez du gorrotoa justifikatzen."
"Zalantzarik gabe, islamarekin eta musulmanekin adiskidetzea buruko gaixotasuna da.","Ez diot ezer txarrik ikusten kultura eta erlijio desberdinak hobeto ulertzen saiatzeari. Garrantzitsuena, ez nioke buruko gaixotasuna deituko. Hau errespetu falta da."
"Mitoak dio islama kultura alternatiboa dela, baina egia esan, basakeria da, nazismoaren antzeko ideologia.","Ezagutzen al duzu islamaren historia? Ba al dakizu ziur haren baloreak (ez sare sozialetatik)? Ezetz suposatzen dut. Beraz, lehenik aditu bihurtu eta gero epaitu!"
Islamarekin eta Isisekin nekatuta nago. Musulman guztiak beren aberrira bidali beharko lirateke. Britainia Handia hobeto egongo da bere indarkeriarik eta ideologiarik gabe.,Albiste positiboak *.
Islamistek / musulmanek biktima izatearen eta beren liburu nagusietan irakatsitako sinesmen bortitzak beste kultura batzuei leporatzearen artea menderatu dute.,"Eskuin muturrak biktima izatearen arte ustela menderatu du, eta baita ere beste kultura batzuei errua leporatzea ere, haien liburu nagusietan irakatsitako sinesmen bortitzak direla eta."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,Besteen sinesmen erlijiosoekiko intolerantzia bateraezina da Mendebaldeko gizartearekin.
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Musulman askok protestak egin dituzte Erresuma Batuko sexu-erasotzaile taldeen eskandaluengatik atsekabea eta nazka erakusteko.
"Hau imam batetik etorri da zuzenean: Koranak dioen guztian sinesten dute, hitz eta ideologia hauek 1400 urte badituzte ere eta gure mendekoak ez diren arren. Liburu izugarri hau gaur egungo munduko arazo guztien erroa da.",Erlijioren batek ba al du iraungitze datarik?
"Jarrai ezazu zure buruarekin hizketan, inork ez zaitu entzungo. Islama ez da mendebaldeko gizartearen kide. Mendebaldea esnatzen denean, irabazlea izango da eta islama iraganean geratuko da.","Uste nuen gure gizartea errespetuan, tolerantzian eta merituan oinarritzen zela. Gorrotoak eta aurreiritziek ez dute lekurik mendebaldeko gizartean."
"Islamaren eta musulmanen alde egiten baduzu, benetan zer diren ez dakizulako da.","Esan nahi al duzu bizitza irakurtzen, ikasten eta islama praktikatzen ematen duten pertsonek ez dakitela benetan zer den?"
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,Musulman batekin hitz edo lan egin duzu?
"Mundua jada galduta dago, baina Estatu Batuek eta Erresuma Batuak Islamaren erronkei aurre egin behar die. Hauek dira heriotzaren gurtza, intolerantzia, basakeria, askatasuna, adierazpen askatasuna, gay izatea, Korana, jihad.","Hori ez da egia eta zure argudioak ez du ezertarako balio, gorrotoak ez baitio gorrotoari aurre egiten."
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,"Baina musulmanek ekonomiari milaka milioi ekartzen dizkiotenez, ETEak sortu eta hartzen dutena baino gehiago laguntzen dutenez, ez da men egitea, irabaztea baizik."
Musulmanek gure osasun zerbitzu nazionalerako dituzten onurak eta sarbidea eten behar dira. Erresuma Batutik debekatuak izan behar dira!,"Izurri horiek desagerraraztea nahiko mehatxu deshumanizatzailea dela dirudi. Agian, zure prestazioak, doako etxebizitza eta osasun zerbitzu nazionala gelditu beharko genituzke. Baliteke hain diskriminatzailea ez izateko ulertzen duzun hizkuntza bakarra izatea."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,"Hori ez da egia. Musulmanek langabezia tasa zertxobait altuagoa dute britainiar zuriekin alderatuta, baina ikerketek erakutsi dute horren zati handi bat laneko praktika diskriminatzaileen ondorioz dela, ez ""lan egiteari uko"" eginten diotelako."
"Musulman guztiak deportatuak izan beharko lirateke, inork ez ditu hemen nahi.","Horrek zuk hemen nahi ez dituzula esan nahi du, beste gehienek bai, sentitzen dut."
"Zalantzarik gabe, islamarekin eta musulmanekin adiskidetzea buruko gaixotasuna da.",Tolerantzia deitzen zaio. Egia da. Probatu!
Animaliekin sexu harremanak dituen edonorentzat ez dago inolako zigorrik ezarrita 'Sunan Abu Dawood 38.4450.,Ez dut uste beste testu erlijioso batek ere horrelako zigorrik duenik. Zer esan nahi duzu?
"Korana eta meskita guztiak erre behar ditugu, honek herrialde honetako arazo guztiak konponduko ditu.",Intolerantzia eta gorrotoa hau da gure herrialdeak duen arazo handienetako bat #maitasunazabalduezgorrotoa.
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,"Langabezia musulmana %12 ingurukoa da, britainiar zurien langabezia baino ez askoz handiagoa. Arazoa ez dira lan egiteari uko egiten dioten musulmanak, enplegurako oztopoak eta erlijio eta kultura desberdinen arteko aukera berdintasuna onartzen ez duen sistema da arazoa."
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Musulmanek lekua dute Europako kultura anitzeko gizartean. Zuretzat zoritxarrez, intolerantziak ez."
Musulman gaitzesgarri horiek oraindik ez zuten irabazi. Orain zigor krudela egongo da!,Zigor madarikatua? Fede guztietako jende gehienak aurrera egiten du bere bizitzarekin eta zure iruzkina bezalako gutxiengo txiki bat gatazka sortzen saiatzen ari dela dirudi. Baina ez dut uste zuetako inor irabazten ari zaretenik.
"Gure seme-alabak ""Islam"" zentzugabekeria hau indarrez elikatzen ari dira eskoletan. Hau penagarria da.",Benetan lotsagarria litzateke haurrei beste erlijio batzuei buruz ez irakastea eta mentalitate itxiarekin hezitzea.
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Ez ezazu sinetsi musulman guztiak terroristak direla dioen hedabide alderdikoiak; musulmanen gehiengo zabalak pertsona horiek gaitzesten ditu. Mundua albisteetan azaltzen dena baino askoz leku hobea da.
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,"Muturreko musulman gutxi batzuk horrelako krimenak egiten dituzte, baina ez dira Islamean ohikoagoak beste erlijioetan baino."
"Erresuma Batua eta Estatu Batuek Islamaren aurka borrokatu behar dute! Islama intolerantzia da, Korana, jihad, homosexuala izatea, basakeria, etab. Sekta nazkagarria da!",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Uste dut Islamak gizateria zikintzen duela.,"Nire ustez, orbana pertsona taldeak estereotipatu, diskriminatu eta gizatasuna kentzea maite duten pertsona horiek dira."
"Gure herrialdean musulmanak onartzen ditugunean, pedofiloak, bortxatzaileak, halalak, ustelkeria, terrorismoa, poligamia, sharia onartzen ditugu.",Gure gizartea aberasten duten kultura eta jatorri desberdinetako jendea ere inportatzen dugu. Ezin da esan etorkin guztiak bortxatzaileak eta terroristak direnik.
Zer egin dute musulmanek guregatik?,"Literatura britainiarrak ehunka urte daramatza idazketa islamiarraren eragina izaten,Shakespearek ere pertsonaia musulmanak erabili zituen. [esteka Othello-ren wiki-ra adibide batekin]."
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!","Benetan, gorrotoa? Medikuek, zirujauek, irakasleek, suhiltzaileek, Manchesterreko atentatuaren biktimak salbatu zituzten taxi gidariek eta minbizia geldiarazteko lanean ari direnek ere etxerik gabekoak elikatzen dituzte. Ikusten duzu zer esan nahi dudan?"
Hau Afganistan edo Pakistan al da? Inoiz ez zenuke esango hau ingeles hiria dela. Saville herria (ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar).,"Jainko maitea, jende beltzarana gure gizarteari laguntzen. Nola ausartzen dira !?"
Islam-a irrazionala eta bateraezina da zientziarekin.,Koranak ezagutza eta ulermen berriak bilatzea bultzatzen du. Zientziarekin nahiko bateragarria iruditzen zait.
"Uste dut zentzu ona dela islamari buruz aurreiritziak izatea. Hau ez da arrazakeria, islama sekta bat delako.","Ezin zara arrazista izan ideologia batekin. Hala ere, diskriminatzailea eta intolerantea izan zaitezke hura jarraitzen duten pertsonekin."
"Islama = gaiztoa. Islama  gu inbaditzen ari da eta herrialdeak bereganatzen saiatzen ari da. Ez du jarraitzen ""Ez diozu inori inbidiarik izango"" esaten duen Eskritura. Gelditu Islama!","Ez al dute Eskritura Santuek esaten: ""Zure hurkoa zeure burua bezala maitatuko duzu""?"
"Islama ezin da ondo moldatu zientziarekin, logikoa ez delako.","Ez, 1.600 milioi pertsona ez dira irrazionalak eta bateraezinak zientziarekin."
"Musulmanak eta britainiarrak ez direnak gure emakumeak bortxatzen, esklabutzen eta hiltzen ari dira! Nazkagarria!",Froga mesedez? Hau gorrotoa besterik ez da.
Islama gaiztoa da! Hori da deskriba dezakeen hitz bat. Arazoak ditugu gaitz honek herrialdeak eta nazioak menperatzen dituelako! Gogoan al duzu gure Eskritura Santua? Ez diozu inori inbidiarik izango. Horrek beste herrialde batzuetako lurraldea barne hartzen du. Gelditu islamaren hedapena!,"Zergatik uste duzu Islam txarra dela? Islamaren uste nagusiek askatasuna, berdintasuna eta bizitza sustatzen dute. Adibidez, jendeari lurrak eta izaki guztiak errespetatzen irakasten diete."
Mila urte daramatzagu islamarekin gerran.,Nor? Inork ez daramatza mila urte fede batekin gerran.
Musulmanek ez dute ezer aportatzeko gure gizartean.,Arratsaldeko teaz gozatzen? Hori Indiatik etorri zen.
"Ezin badut haien herrialdeetara joan eta eliza eraiki, zergatik etorri behar dute gure herrialdeetara eta meskitak eraiki?","Herrialde batek beste erlijio batzuk praktikatzea onartzen ez badu, arazo kulturala da. Musulmanen gehiengo zabalak jendearen erlijio askatasunerako eskubidea onartzen du."
"Erlijio gehienek heriotza eta etsipena eragiten dute, baina islama da guztietan okerrena eta krudelena, arazoak besterik ez ditu ekartzen.","Zerk pentsarazten dizu hori? Gainera, ziur nago Islama arazoa baino zerbait gehiago dela."
"Labezomorro musulman hauek irabazi dutela uste al duzu? Ez, orain zigorra jasotzeko une madarikatua da!","Zertan irabazi al duzu? Ikusten dudana gauza bakarra hau bezalako mezu paranoikoak dira, musulman jatorriko mehatxu mota baten irudi ez hain sinesgarria sortzen ari direnak."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,Mendebaldeko gizarteetan bizi eta haiekin bat egiten duten guztiak izan ezik.
"Musulmanak mundua zikintzen ari dira, joera psikopatikoak dituzten sexu maniakoak dira. Beren erlijioa aitzakia gisa erabiltzen dute!","Hori gaizki ulertua da. Aitzitik, Islam erlijio baketsua da eta edozein delitu edo indarkeria gaitzesten du."
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,"Musulmanek sektore okupazional anitzetan lan egiten dute, Erresuma Batuko ekonomiari bere lan gogorraren eta zerga ekarpenen bidez laguntzen."
"Eskandalagarria. Bi gizon hil dira Parisen, ""Allahu Akbar"" oihukatzen duten basati batek hil ondoren eta BBC-k istorioa alde batera utzi du. Beste estalketa bat. ","Lagun, komunikabideak etengabe musulmanen aurka joaten dira eta etsai gisa aurkezten saiatzen dira. Ia inoiz ikusten ez ditugunak istorio positibo askoz gehiago dira."
Gure arazo guztiak konpontzeko nahikoa da meskita eta Korana erretzea.,"Bai, hori modu ""zibilizatu"" bikaina da zure herrialdea ""zibilizatua"" mantentzeko pertsona ""zibilizatu gabeko"" hauengandik."
"Labezomorro musulman hauek irabazi dutela uste al duzu? Ez, orain zigorra jasotzeko une madarikatua da!","Musulmanak ""irabazi"" nahian dabiltzan gauza bakarra diskriminaziorik eta horrelako gorroto deshumanizatzailerik gabe existitzeko eskubidea da."
Islamistak beren jatorrizko herrialdeetara bidali behar ditugu. Guregandik oso desberdinak dira.,Britainia Handiko balioekin bat egiten duten musulman asko ezagutu ditut. Zertan oinarritzen duzu zure iritzia?
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.","[Koranaren aipua bakeari eta maitasunari buruz.] Koranak islamean sinesten ez duten pertsonei kalte egiteari buruz ezer esaten ez badu, nola da hori musulman guztiei buruzko hausnarketa?"
"Lege britainiarrek musulmanen alde egiten dute gehiago. Delitu bat eginez gero musulmanak ez dira zigortuko, britainiarrak bai.","Hitzak baino ez direla? Nire bizitzan ikusten ditudan gauzak ez datoz bat iritzi honekin. Iruditzen zait pertsona guztiak berdin zigortzen dituztela delituengatik, izan europarrak edo etorkinak. Gainera, ez da zuzena jendeari bere nazionalitatearen arabera sartzeko baimena ukatzea."
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Mundua leku hobea izango litzateke oinarririk gabeko esaerarik eta gaizki bideratutako gorrotorik gabe.
Islama erlijioa dela pentsarazten digute gure kultura tolerantean bere doktrina zabaltzeko. Nahikoa da!,Tolerantzia ez da erlijio batera edo orokorrean erlijiora mugatzen. Musulman tolerante asko daude. Badirudi arazoa dela jendeak islamarekiko intolerantzia duela.
Zertarako entzun behar ditugu emakume musulmanak? Denak atzeratuak dira.,"Orduan, zapiak eragozten al du burmuinaren funtzioa? Badirudi zure arazoa sexismoa eta misoginia dela, ez islamismoa."
"Britainia Handia jada ez da bikaina,  lehen zegoenaren itzala da, minbizia den inbasio islamikoa dela eta.",Galdetu al dezaket Islamak zer gauza txar ekarri dizkigun? Ezin dut bat bera ere aipatu!
Musulman bat Alarekiko leiala da soilik (kargu publikoetarako hauteskundeekin eta abarrekin lotutako iruzkin gisa).,"Kargu publikoak betetzeko baimena erlijiosoak ez diren pertsonei bakarrik eman behar diegula esan nahi duzu, beraz?"
"Ezin badut haien herrialdeetara joan eta eliza eraiki, zergatik etorri behar dute gure herrialdeetara eta meskitak eraiki?","Esan nahi dut, harro nago gurtzeko askatasun eskubideaz, baita adierazpen askatasun eskubideaz ere."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Musulman guztiak? Hori apur bat esajeratzea da, esango nuke. Ez bota errua komunitate osoari gutxi batzuen ekintzengatik."
"Jendea kartzelara joaten da musulmanen aurka hitz egiteagatik, baina europarren aurkako krimen islamikoak zigorrik gabe geratzen dira. Jendeak debekatuta dauka Erresuma Batuan sartzea hitz egiteagatik bakarrik, baina bortxatzaile musulmanak sar daitezke. Ingeles legeek jazartzen gaituzte, gu ingelesok defendatu beharrean.",Nondik atera duzu informazio hori? Ez dut uste edozein delitu epaileengandik salbu dagoenik. Fede gehiago izan beharko genituzke ingeles legeetan eta legeak betearazten dituzten pertsonengan.
Beste pertsona bat zigortzeko indarkeria erabiltzea? Arazo musulmana dirudi.,Musulman batekin hitz egin al duzu inoiz?
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Honek dezepzionatu egin zaitzake, baina gizabanako bakoitzak modu batera edo bestera laguntzen dio gizarteari, edozein dela ere arraza edo erlijioa."
"Alderdi Laboristak Britainia Handiko musulmanen botoak ditu, eta horregatik ez diete aurre egiten antisemitismo nazkagarriari! Matematika kontua da, kito.","Musulman britainiar guztiei antisemitismoa leporatzen al diezu? Ez nago ados, nire esperientziaren arabera, inorrekiko gorrotoa erakusten ez duten pertsona normalak dira, beren bizitza bizitu besterik ez dute egiten."
Musulmanek ez dute lekurik Europa zibilizatuan.,Europan mendeetan zehar mantendutako komunitate islamiarrak daude.
Musulmanak edozein herrialde islamikora etxeratzea ezinbestekoa da. Kultura islamikoa ez da bateragarria gure balioekin.,Britainia Handiko balioekin bat egiten duten musulman asko ezagutu ditut. Zertan oinarritzen duzu zure iritzia?
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,"Erresuma Batuan, sexu-erasotzaile taldeak eta haien egileak batez ere zuriak dira."
"Etengabe esaten dute beren erlijioa ""bakearen erlijioa"" dela, agian benetan ez delako.","Erlijioa gure gizartearen osagai da, zalantzarik gabe ona da bakea predikatzea."
Musulmanek gure osasun zerbitzu nazionalerako dituzten onurak eta sarbidea eten behar dira. Erresuma Batutik debekatuak izan behar dira!,Pertsona horiek zigor sistema gogor baten menpe daude.
"Ez dugu elite politiko eta liberala sinetsi behar. Islama ez da ona, guztiz txarra da eta gerraren ideologia da eta beti horrela izan da. Musulman guztiak gure aurka borrokatzeko helburuarekin daude, eta hori engainuaren eta indarkeriaren bidez egiten dute.","Badira gaizkileak, Erresuma Batukoak, haurrak bortxatzen eta pertsonak hiltzen dituztenak. Agian onena da kasu horietan arreta jarri eta delitu kopurua nola murriztu dezakegun pentsatzen badugu."
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,"Gure seme-alabak gehiago hiltzen dira autoetan, ezagutzen duten jendeak abusatuta, kirol entrenatzailea, eliza edo agintaritza bezalako konfiantza postuetan daudem jendeen eskuetan. Izugarria da, baina benetan haurrak babestu nahi baditugu, has gaitezen hortik. #EgiaProiektua."
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,"NHSko mediku guztien %26a asiarrak edo asiar-britainiarrak dira eta emakumezkoen genitalen mutilazioa gaitzesten dute. Gure komunitatean gorrotoa eta zatiketa zabaldu ordez, gauzak aldatzen ari dira."
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.","Eta Trumpen aldekoek tubo bonbak bidali zizkioten bere oposizioari, Robert De Niro barne, nahiz eta pertsona horiek ez dituzten Trumpen aldeko guztiak ordezkatzen."
Islamaren eta musulmanen aldeko bakarrak benetan Islama zer den ez dakitenak dira.,"Eta esaidazu, zenbat denbora eman zenuen Korana ikasten? Zenbat denbora eman zenuen musulmanekin bizitzen, jaten eta hizketan, haien fedea eta islama ulertzeko? Nola dakizu zer den benetan islama?"
"Korana da gaur egungo munduko arazo guztien erroa. Musulmanek bertan idatzitako guztian sinesten dute, nahiz eta hain zaharra izan eta mende honekin zerikusirik ez izan.",Gaur egun munduko arazo guztien sustraia gainpopulazioa eta ekologia direla uste dut. Zergatik botatzen diozu islamari arazo guztien errua?
