HS,CN
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Contribuir al desarrollo de nuestro país.
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,"Mira, la única enfermedad que realmente se erradica a nivel mundial es la viruela, las demás no se han erradicado."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,"¿Sometidas? ¿A quién? ¿Qué? ¿Dónde? ¿En Francia? ¿En Arabia Saudita? En resumen, muchas preguntas por responder. ¿Podemos hablar? #iammuslim #Askme."
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,"Los versos violentos del Corán utilizados por grupos como isis para justificar sus malvadas atrocidades han sido seleccionados sin contexto y el Corán prohíbe la selección de los mismos, ya que es un texto holístico."
"Las bandas musulmanas de violación se han extendido por Telford, Rotherham, Rochdale, Oxford, Newcastle, por todas partes. ¡Esto es asqueroso!",No se puede culpar a toda una fe.
"Parece que no puedo criticar al islam por ser una secta que fomenta las guerras y se apodera de las naciones anfitrionas de cualquier manera justificándolo con sus escrituras. ¿Puedo criticarlos por ser intolerantes, tendenciosos, sexistas y chovinistas?","Lo que está diciendo no es cierto sobre la cultura en general. No todas las personas islámicas son así y no es cierto afirmar tales hechos. Además, se puede culpar a muchas personas no islámicas por ser intolerantes, sexistas, etc. ¿Deberíamos ocuparnos de ellos primero y luego recurrir a los criminales islámicos?"
El mundo sería un lugar mejor sin musulmanes. Solo están matando y violando a nuestros hijos.,"No fueron los musulmanes protegiendo a Jimmy Saville o Gary Glitter, ¿cuántas figuras públicas más encontraremos? No fueron los musulmanes que hicieron la vista gorda ante los miembros de la Iglesia en Irlanda o el Vaticano. Eliminemos el abuso infantil en todas partes y no desviemos la culpa."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,¡Pregúnteles directamente!
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"¿No crees que es injusto culpar a toda una categoría de personas definidas por ti 'árabes' por las acciones de unos pocos? El crimen y el terrorismo, lamentablemente, siempre han existido y siempre tienen diferentes colores y grupos étnicos. Hay terroristas árabes como terroristas italianos."
Quieren imponernos el velo a todos.,"No creo que este sea el significado del Islam; y para el Islam más progresista, el velo es una elección individual, no una imposición."
Otro violador de Pakistán. Deberíamos deportarlos a todos de regreso a su repugnante país.,"Los migrantes, como los de Pakistán, benefician enormemente al Reino Unido y la migración no aumenta la ocurrencia de delitos como la violación, de hecho, las tasas de criminalidad se mantienen iguales o disminuyen, en áreas con alta inmigración: https://www.independent.co .uk / news / uk / home-news / reino unido-migración-seis-mitos-sobre-inmigración-desacreditados-como-las-últimas-cifras-muestran-caída-en-llegadas-fuera-de-la-UE-a6895341.html."
El Islam es una religión incompatible con los valores,"En una república secular, el estado y la religión están separados; cada uno tiene su propio dominio."
"Hay bandas de violadores musulmanes por todas partes en telford, rotherham, rochdale, oxford, newcastle, etc. ¡Es horrible!",¿Evidencia?
El Islam es una religión incompatible con los valores,El hecho de que algunos medios y políticos lo repitan no significa que finalmente lo harán creer.
Las bestias.,"Las bestias son capaces de acomodar a los de su propia especie en sus comunidades, si lo fueses probablemente tendrías una mayor capacidad para convivir."
Los musulmanes han invadido nuestro país,Los musulmanes viven en paz con su religión.
El Islam oprime y persigue a los homosexuales y las mujeres.,Las mujeres y los homosexuales se enfrentan a mucha más discriminación por parte de figuras populistas no musulmanas de derecha. (enlace al artículo sobre el estereotipo de 'musulmán homofóbico')
Las personas que viven en Occidente no pueden vivir con musulmanes.,¿Qué quieres decir? Proporcionar noticias positivas sobre el islam.
Criamos cerdos para alimentar a los musulmanes.,"Hola, ¿puedo preguntar cómo le afecta la elección de un musulmán de no comer cerdo?"
No existe un castigo proscrito para quien tenga relaciones sexuales con un animal 'Sunan Abu Dawud 38.4450.,¿Qué?
¿Qué sentido tiene escuchar a las mujeres musulmanas? Todas son retrasadas.,¿Qué sentido tiene escuchar? ¿Quizás porque realmente tienen algo bueno que decir?
Desde el año 2000 hubo 5.248 atentados suicidas con bombas y todos ellos fueron cometidos por musulmanes. Pero nadie considera esto cuando se habla de terrorismo global.,"Y se enviaron bombas de tubo a la oposición de Trump, el terror en todas sus formas debe ser derrotado. No sirve de nada culpar a los musulmanes."
Los musulmanes violan a nuestras mujeres y deben ser castrados.,"Nuestras mujeres ¿las de quién? Perdóname, pero soy mujer, no pertenezco a nadie más que a mí misma, y no creo que ser musulmana haga a alguien un criminal violento."
"Quieren que creamos que esto es normal, pronto nuestras niñas estarán aterrorizadas.","Estas son nuestras hijas, tenemos la opción de educarlas como queramos."
Las mujeres con velo no trabajan. Están encerradas en casa.,"Luego, encuentre evidencia concreta de que las mujeres musulmanas están encerradas."
El Islam es fanatismo. Los musulmanes quieren matar a todos los que no creen en su dios.,Les recuerdo que la historia del cristianismo está llena de fanatismo. Esto no convierte a todos los cristianos en fanáticos.
"No se nos permite construir iglesias en sus países, ¿por qué se les debería permitir construir mezquitas en el nuestro?","Los musulmanes británicos dan más a la caridad, per cápita, que todos los demás grupos religiosos [enlace para mejorar las estadísticas y / o ejemplo de una gran donación de caridad de una mezquita], por lo que me está costando ver el problema con las mezquitas, que es donde se recaudan estos fondos principalmente ."
Casi todos los musulmanes deciden deliberadamente no trabajar.,"El departamento de trabajo y pensiones dice que el 11% de los hombres musulmanes y el 16% de las mujeres musulmanas están desempleados, eso me llevó 30 segundos encontrarlo en Google. ¿Por qué molestarse en inventar cosas?"
"Esto vino directamente de un imán: creen en todo lo que dice el Corán, a pesar de que estas palabras e idelología tienen 1400 años y no pertenecen a nuestro siglo. Este espantoso libro es la raíz de todos los problemas del mundo actual.",¿Alguna religión tiene una fecha de caducidad?
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,"Un verdadero seguidor del Corán no puede iniciar una guerra e incluso cuando estalla una guerra justa, los musulmanes no pueden matar a personas inocentes."
"Hoy en día el gran problema en Londres es la presencia de musulmanes, ¡deben irse!","De hecho, esos emigrantes musulmanes realizan muchas labores que muchos londinenses no quieren hacer. Deberíamos estar agradecidos de que nuestra sociedad siga funcionando bien."
Las bestias.,"¿Por qué considera a los musulmanes como bestias? ¿Hicieron algo mal? Si toma en consideración los crímenes cometidos por musulmanes, ¿por qué distingue a los criminales musulmanes de los no musulmanes? Todos son criminales y todos son castigados."
Los musulmanes no deben tener acceso a los beneficios de nuestro servicio nacional de salud. ¡Deberíamos prohibirlos en el Reino Unido!,"Erradicar estas plagas parece una amenaza bastante deshumanizante. Quizás deberíamos quitarte tus beneficios, vivienda gratuita y servicio nacional de salud. Puede que sea el único idioma que entiendas para evitar ser tan discriminatorio."
Las personas que viven en Occidente no pueden vivir con musulmanes.,Millones de musulmanes viven en naciones occidentales.
"¿Afganistán o quizás Pakistán? Apuesto a que esto no te parece una ciudad inglesa. #saville Town (Texto que acompaña a las imágenes de video de personas en su camino a las oraciones del viernes, etc.)","Están aquí porque fuimos allí, tomamos su riqueza, alimentos e industria y luego los invitamos a venir aquí para trabajar en nuestras fábricas, NHS y transporte."
Los musulmanes son todos terroristas.,El mismo atajo que usan los terroristas.
El Sunan Abu Dawud dice que si un hombre tiene sexo con un animal no habrá castigo.,No creo que ningún otro texto religioso tenga tal castigo. ¿Cuál es tu punto?
"Si no puedo ir a sus países y construir una iglesia, ¿por qué deberían venir a nuestros países y construir mezquitas?",¿Por qué no se debería permitir a los musulmanes construir mezquitas aquí? Pensé que este país creía en dar a la gente la libertad de practicar otras religiones además del cristianismo.
"Es curioso que casi todos los huevos de pascua estén etiquetados como ""huevos de chocolate"". Es porque hay demasiados musulmanes en nuestro país y las empresas tienen que ir en contra de nuestra cultura.","¿No son los huevos de Pascua solo otro ejemplo de la codicia corporativa que saca provecho de las celebraciones religiosas? Seguro que la Pascua es un buen momento para reflexionar sobre nuestro consumismo, ¿a qué estás renunciando en cuaresma?"
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.","Dijeron lo mismo de los judíos, los inmigrantes italianos y la historia les ha demostrado que estaban equivocados. ¿Qué parte eliges? ¿De qué manera quieres que te recuerden? ¿Como alguien que ha ayudado a los que están en problemas o como alguien que causó la muerte de personas inocentes?"
Fanáticos megalómanos. ¡No te engañes al encontrar cobardes esperándote! Bailaremos sobre tu cadáver con mucho gusto.,"Cuidado con no tropezar, existe el riesgo de quedar ciego;)."
Los musulmanes aplican castigos corporales y crueles a las personas.,"Eso es lo que los informes de noticias sesgados le hacen creer, pero personas de todas las religiones cometen incidentes violentos, y los musulmanes simplemente reciben más atención."
Sus libros sagrados ordenan matar a los infieles.,"No, eso es un malentendido. De hecho, denuncian la violencia."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres con velo son libres y usan el pañuelo en la cabeza por elección.
El Islam es una doctrina totalitaria disfrazada de religión para que pueda extenderse por nuestro tolerante mundo cristiano. ¡Ya basta!,"La tolerancia no se limita a una religión, ni a ninguna religión. Hay muchos musulmanes tolerantes. El problema, al parecer, es que la gente es intolerante con el Islam."
El velo islámico es la demostración del Islam político.,"El velo islámico, según la creencia musulmana, es una prescripción religiosa."
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!","En el Islam, una mujer puede elegir usar el velo o no. Además, el Corán enseña a los buenos musulmanes a respetar otras religiones."
"Los islámicos son criminales: violan, esclavizan y asesinan a la gente. El Islam es más una adoración que una religión y no tenemos nada que compartir con ellos.",[enlace a grupo musulmán que limpia las calles de Newcastle después de las celebraciones de Año Nuevo] ¿de verdad?
Otro violador de Pakistán. Deberíamos deportarlos a todos de regreso a su repugnante país.,"No usaré la palabra ""repugnante"" para describir a ningún país ya que la criminalidad existe en todos los países. Hacer eso significaría que todos los países son repugnantes. Deberíamos reducir la tasa de violación mediante legislación, educación, etc."
"La gente tiene miedo de las bandas de violadores musulmanas y de la propagación del extremismo, incluso si finges no verlo.",Las preocupaciones de las personas deben basarse en pruebas y no en odio.
La gran mayoría de musulmanes están desempleados y se niegan a trabajar.,"Bueno, los estudios muestran que las personas de minorías étnicas tienen que enviar un 74% más de solicitudes para lograr el mismo éxito que las personas blancas. Ahí está tu causa de desempleo."
Los musulmanes en China se vieron obligados a comer cerdo y beber alcohol durante la reciente celebración del Año Nuevo Chino. ¡Al menos China lo está haciendo bien!,Hacerlo bien'? ¡Creo que tienes tu brújula moral al revés!
"Solo unas pocas personas fueron castigadas por las violaciones de ayer en lugar de todos ellos musulmanes violentos, y si el gobierno no deporta a estos criminales, entonces la gente común se hará cargo de ellos.","¿Está sugiriendo cometer un delito? Hay tribunales para el castigo y si la multitud hace el castigo por sí misma, ustedes se convertirán en criminales."
"Si practica una fe no local, solo puede orar en su hogar. ¡Dejen de construir mezquitas!",¿No son los lugares de culto mucho más que simplemente para rezar?
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,Parte del problema es que nadie quiere lastimarse más 'cita de donald trump @POTUS ¿tal vez es un musulmán encubierto?
El Islam es comparable a una enfermedad que eliminar.,Viviríamos en un mundo mucho mejor si se eliminara la intolerancia.
"¿Por qué el Islam debe invadir todos los países? Eso es simplemente totalitario. Para que el mundo sea verdaderamente diverso, debemos tener algunos países sin Islam.","Pensaba que el 'totalitarismo' era el requisito de la sumisión total al ESTADO, más que a una fe en particular. Así que no, la difusión de cuestiones de creencias personales no sería necesariamente ""totalitaria""."
Se está produciendo una verdadera invasión islámica.,"Hola, en realidad los musulmanes en Italia no llegan ni al 5% y entre ellos también hay ciudadanos italianos que profesan esta fe."
"Esto es la guerra. No pasaréis por aquí, trogloditas.","¿Estás diciendo que quieres luchar contra mujeres, niños y hombres que huyen de su país, dejando todo lo que tienen con la esperanza de una vida mejor?"
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"Buenas noches, me interesaría leer artículos y estudios sobre el plan árabe para conquistar Occidente, ¿podrían agregarme enlaces? Gracias."
"Si el Corán se publicara hoy, se prohibiría como discurso de odio.","También lo serían la Biblia, la Torá, etc."
El Islam es irracional e incompatible con la ciencia.,Oh! ¿Te refieres al hogar de las matemáticas y la ciencia modernas?
El Islam es la mayor amenaza para la civilización occidental.,"¿Crees que los medios de comunicación pintan esta imagen del Islam para distraer a la gente de las amenazas reales a la civilización, que son un conflicto de intereses para los poderosos? Me vienen a la mente el cambio climático y la explotación capitalista."
"Bombas sobre ti, mala gente infame (ya es suficiente apestoso)",Generalizar nunca trae nada bueno: los violentos son solo una fracción de todos los musulmanes.
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,¿De qué enfermedades estás hablando?
Los musulmanes quieren hacer toda la carne francesa halal.,Ves demasiado bfmtv.
Los musulmanes son todos terroristas.,"Para los musulmanes, la vida es sagrada. Quien mata a un hombre, es como si matara a toda la humanidad."
Uno de los muchos violadores paquistaníes. Deberíamos extraditarlos de nuestro país.,¡Toda la gente de Pakistán que conozco es realmente agradable! ¡No es necesario generalizar demasiado!
Las mujeres y las niñas son perjudicadas por los islámicos a los que nuestro gobierno les permitió ingresar a nuestro país.,"Es fácil culpar a los demás, ¿no? De esa manera no tenemos que mirar nuestro propio sexismo."
¡Las leyes británicas traicionan a todas las víctimas de violadores musulmanes! ¡Hay unas reglas para los pedófilos musulmanes y otras para todos los demás! ¿Cómo podemos cambiar la situación cuando el gobierno se está sometiendo tanto al Islam?,"¿Me podría señalar una ley específica para criminales musulmanes? No puedo encontrar uno. No es cierto que se juzguen de manera diferente. De hecho, los inmigrantes son aún más vulnerables en nuestra sociedad y es probable que sean juzgados con mayor severidad."
El Islam no pertenece a Europa.,"El Islam ha llegado mucho antes que Europa, por lo que la conexión del Islam con Europa no es correcta."
Nunca partas el pan con un Quranimal. Corre el riesgo de contraer el VIH y / o el Ébola.,"Recientemente almorcé con algunos amigos musulmanes. De alguna manera, ¡todavía estoy libre de VIH y Ébola!"
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.",¿Y qué debemos hacer con los fanáticos y racistas?
"Ya es hora de que entendamos el Islam por lo que realmente es. Una secta asesina que debería ser exterminado, y nada más.",Lo que el Islam es verdaderamente es una religión que critica la violencia y alienta el amor entre las personas. Incluso los británicos podrían cometer delitos. El exterminio es la misma acción que el crimen. Deberíamos pensar en una mejor manera de combatir el crimen y el odio a nivel mundial.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,No tendrás nuestro odio.
¿Qué sentido tiene escuchar a las mujeres musulmanas? Todas son retrasadas.,"El punto es que podrían enseñarte un par de cosas sobre primero, respeto y segundo, tolerancia."
"La única forma de hacer frente al Islam y la sharia es prohibirlos en el Reino Unido. Aunque respeto a los musulmanes pacíficos, todos sus clérigos están haciendo campaña por la guerra y el Islam es una secta.","El Islam no agita por la guerra o la violencia. Al contrario, la mayoría de los 50 países de mayoría musulmana del mundo están en paz. Reino Unido es un país de mayoría cristiana, mientras que ha habido problemas con armas y cuchillos en los últimos 20 años."
"Imagen (presenta a manifestantes con carteles como 'decapitar a los que insultan al Islam) con una leyenda que dice' quieren eliminarnos, debemos ser islamófobos '.",[Encuentra un ejemplo positivo y actualizado de personas musulmanas que contribuyen a su comunidad.] Realmente no me lo parece.
¡El único propósito del Islam es dominarnos y destruirnos! Ser multicultural no tiene nada que ver con eso.,"Dominar y destruir todas las demás culturas no es la doctrina de la ideología islámica. En cambio, el Islam enseña a las personas a cuidar de los pobres y los niños. Esto incluye respetar otras culturas."
El Islam es una religión incompatible con los valores,Es perfectamente compatible.
Los musulmanes odian a los cristianos. Quieren matarnos a todos.,Esta afirmación que expresa en este comentario parece incorrecta. ¿Podrías enviarme la fuente de donde lo has obtenido?
Es una ley para los musulmanes y otra ley para nosotros.,"Si la ley trata a los musulmanes de manera diferente, se les trata peor (enlace al artículo sobre detención y registro y ataques policiales contra musulmanes)."
Los islamistas / musulmanes han dominado el arte corrupto de jugar a la víctima y culpar a otras culturas por las creencias violentas enseñadas en sus libros principales.,¿Qué es eso? Parece que culpas a otra cultura y te sientes víctima.
Las mujeres con velo no trabajan. Están encerradas en casa.,"Si se quedan en La maison seguro, es una elección de vida."
"He estado en tiendas musulmanas en áreas de Birmingham y se han negado a servirme. Incluso he visto carteles que decían ""No se permiten blancos después de las 8 pm"".",¿Foto? ¿Evidencia? ¿Los denunciaste? O simplemente otro mito de Internet.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Deja de ver BFM TV.
Una niña violada dice que los violadores le recitaron el Corán para justificar sus crímenes.,Nunca hay justificación para la violación. Personas de todas las religiones han utilizado sus textos sagrados para justificar todo tipo de delitos. Ellos cargan con la culpa.
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Usar el velo es una opción para la mayoría de las mujeres.
El velo islámico es la demostración del Islam político.,Traiga su prueba.
El Islam nos invadirá: es la islamización.,El Islam no tiene colores ni raza. Es espiritual. No tiene fronteras.
Los musulmanes son todos terroristas.,Este tipo de declaración categoriza a toda una población sin ninguna base.
El velo es contrario al secularismo.,"Hay una confusión. Laicismo significa que el estado no tiene una religión oficial, pero los ciudadanos tienen la opción de religión y manifestarla; el estado es el garante de estas libertades. Por tanto, llevar el velo es una libertad plenamente garantizada por la ley."
"¡Estas bestias islámicas violan a sus mujeres y a las nuestras, después de todo, su religión se lo permite!","Hola, la religión musulmana no admite en sus instrucciones actos tan atroces. Aquellos que actúan de esta manera van en contra de su fe, nunca equipararía a los criminales con todos los demás que practican su religión pacíficamente."
Los musulmanes aplican castigos corporales y crueles a las personas.,¿Alguna vez has hablado con un musulmán?
Las mujeres con velo no trabajan. Están encerradas en casa.,¡Es exactamente porque no es cierto que tienes un problema con eso!
Los musulmanes no tienen nada que aportar a nuestra sociedad.,¿Cómo ha llegado a esta decisión?
"Un musulmán es leal solo a Allah (como un comentario en relación con la elección para un cargo público, etc.).",De modo que su fe y creencia en las enseñanzas de Dios los guía por un camino virtuoso de servicio público. ¿De qué te quejas exactamente?
Los musulmanes violan a nuestras mujeres y deben ser castrados.,¿Entonces también estás de acuerdo con la castración de todos los maridos / novios / tipo violento que tienen origen italiano?
Una mujer que acepta vivir escondida bajo un velo y ser golpeada por su hombre no merece vivir en un país civilizado como Italia.,"Ninguna mujer acepta ser golpeada, ser incapaz de liberarse de un estado de violencia y sumisión no significa querer estar en él. El velo, si se elige libremente, no debería ser un problema para quienes simplemente no lo eligen."
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Y ciclista también.
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres no son sumisas sino que son libres por elección.
Estamos viendo cada vez más un problema musulmán.,"¿Quienes somos? ¿Qué vemos exactamente ""nosotros""?"
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.",¿Qué pasa con la gran cantidad de musulmanes nacidos en este país? ¿A dónde propones deportarlos?
"¿Cómo podemos luchar contra el antisemitismo cuando los guetos de las ciudades de Birmingham, Bradford, etc. están llenos de musulmanes paquistaníes antisemitas? El trabajo se pierde en la mezcla de Islam radical / clase media.","La investigación sociológica muestra que los occidentales y los inmigrantes ocupan espacios completamente diferentes en el mercado laboral. Por lo tanto, no podemos creer que los musulmanes impidan que los blancos obtengan puestos de trabajo."
El Islam nos invadirá: es la islamización.,El Islam es una religión de paz y amor.
Se está produciendo una verdadera invasión islámica.,¿Cómo califica esta invasión?
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,"No todos los que 'vienen con la barca' son árabes, también hay cristianos y agnósticos, a todos les bastaría con practicar su religión como la ley lo permite."
El Islam nos invadirá: es la islamización.,Destaca el desconocimiento de las personas.
Estamos viendo cada vez más un problema musulmán.,¡Quita el velo que cubre tus ojos y verás más claramente!
Los musulmanes evitan que las niñas usen faldas.,El Islam enseña modestia.
Comenzaron a construir mezquitas en todas partes y así compiten con nuestras iglesias.,¿Dices que son competidores en el mercado de la religión?
"Podría decir, no se preocupe, solo el 5-10% de los musulmanes son extremistas. Recuerde, en 1940 solo el 7% de los alemanes eran nazis.",¿Entonces el 90-95% no lo son?
La islamofobia son los musulmanes que quieren prevenir la blasfemia.,Los musulmanes no quieren prohibir la blasfemia.
Los musulmanes son todos terroristas.,Afortunadamente no.
"El Islam es una secta y no una religión. Violan a niños, esclavizan y asesinan a personas, atacan nuestros valores y no tiene nada de bueno. Es incompatible con nuestra forma de vida.","Pensé que 'nuestra forma de vida' se trataba de tolerancia, derechos humanos universales y libertades, incluida la libertad de culto."
Los islámicos deben adaptarse a nuestra cultura y no al revés.,"Hola, en Italia la libertad de religión es un principio fundamental: nadie tiene que adaptarse a una cultura, pero debes tener el derecho a profesar tu fe con total libertad y respeto mutuo, creo."
El Islam está lavando el cerebro a sus fieles. Es una secta horrible hecha de personas que se reproducen continuamente.,"Entonces, ¿dices que los médicos, investigadores y maestros musulmanes altamente educados son lunáticos con lavado de cerebro? Lo siento, pero lo entendiste tan mal."
A nuestros hijos se les enseñan las ideologías islámicas. ¡Es horrible!,"A lo sumo, los niños están aprendiendo más sobre las diferentes religiones. Estás usando palabras muy fuertes e innecesarias aquí."
Los musulmanes odian a cualquiera que no sea musulmán.,"Para un musulmán que cree o no cree a quien quiera, solo Alá decidirá entre ellos y nosotros. ""para mí mi religión, para ti tu religión""."
Para solucionar todos nuestros problemas basta con quemar mezquitas y el Corán.,¿Es esto realmente un camino a seguir? No creo que la práctica religiosa sea responsable del mal comportamiento de algunas personas. Claramente existen otras motivaciones para este tipo de comportamiento.
Estos islámicos nos devolverán a la Edad Media. Moriremos de hambre y moriremos de enfermedades que desaparecieron.,Los islamistas no padecen enfermedades medievales.
Nunca partas el pan con un Quranimal. Corre el riesgo de contraer el VIH y / o el Ébola.,"Si cree que los musulmanes nunca han hecho nada por ""nosotros"", creo que debe hacer una búsqueda rápida en Google. ¡La evidencia de las contribuciones de los musulmanes a la sociedad está en todas partes!"
Islam = maldad. El Islam nos está invadiendo y tratando de apoderarse de países. No sigue las escrituras que dicen 'no envidiarás nada a nadie' ¡Detén el islam!,El Islam no es malo. Toda una fe no es mala. Una declaración arrolladora e intolerante.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,¿Sabes siquiera lo que eso significa?
El Islam nos invadirá: es la islamización.,"Si bien es bien conocido, el cristianismo se creó al mismo tiempo en todos los países del mundo donde es la religión principal."
El velo islámico es la demostración del Islam político.,Nunca he visto a una mujer con velo que represente un movimiento político.
Las estadísticas dicen que el 99% de los musulmanes en el Reino Unido son tan vagos que no quieren trabajar.,Proporcione hechos.
El Islam es solo una secta bestial de lunáticos con lavado de cerebro que se reproducen como ratas.,¿Estás seguro? 12 musulmanes ganadores del premio Nobel sugerirían lo contrario.
"El Islam es una religión de guerra, todos debemos luchar.",No molesta nada.
Casi todos los musulmanes deciden deliberadamente no trabajar.,"El desempleo musulmán se sitúa en torno al 12%, no mucho más alto que el desempleo británico blanco. El problema no son los musulmanes que se niegan a trabajar, son las barreras al empleo y un sistema que no permite la igualdad de oportunidades entre las diferentes religiones y culturas."
Alguien tiene que meter a esos musulmanes en un agujero en el suelo antes de que empiecen a hacernos volar a todos de nuevo.,¿Cómo puedes decir esto sobre personas que no tienen nada que ver con esos ataques terroristas?
¡El Islam es malvado! Esa es una palabra que puede describirlo. ¡Estamos en problemas porque este mal se está apoderando de países y naciones! ¿Recuerdas nuestras Sagradas Escrituras? No envidiarás nada a nadie. Esto incluye el territorio de otros países. ¡Detengan la difusión del Islam!,"¿Por qué crees que el Islam es malo? Las principales creencias del Islam fomentan la libertad, la igualdad y la vida. Por ejemplo, enseñan a la gente a respetar las tierras y todas las criaturas."
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"No tengo conocimiento de que haya una declaración de guerra a nuestro país. Tenemos, como todos los estados, pero mucho menos que la mayoría de los de Europa, un pequeño porcentaje de inmigrantes musulmanes, alrededor del 3%."
Los árabes son todos terroristas y quieren conquistarnos con la violencia y las bombas. Debemos responder con napalm.,"Como si un estadounidense dijera 'los italianos son todos mafiosos, debemos responder con napalm'."
¡No podemos vivir con una religión que hace volar por los aires a sus creyentes!,"Vivimos absortos en una tradición religiosa, que consideraba legítimo quemar en la hoguera a todas las personas sospechosas de ser 'desviadas', incluidos científicos como Galileo, que simplemente intentaron comprender el funcionamiento de nuestro universo."
El velo islámico es la demostración del Islam político.,Simplemente desmuestran recato.
Es obvio que esta niña corre el riesgo de sufrir mutilación genital femenina. ¡Sus padres son musulmanes!,"La MGF no es un problema exclusivo de musulmanes. Se transmite en las culturas de ciertos países, no en la religión."
Gran Bretaña no está de nuestro lado. No protege a nuestros ciudadanos. No puede proteger a nuestra gente de los violadores musulmanes. ¿Seguimos apoyando a este gobierno y a la ley?,"Tenga fe en la ley británica. De hecho, los violadores musulmanes serán deportados a sus propios países después de las sentencias. Los delincuentes no recibirán un trato especial. Todos pueden cambiar la situación aunque sea una pequeña contribución. Por ejemplo, enseñar a los niños a prepararse y reportar eventos sospechosos."
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,"1. Ningún 'árabe' (término muy general), nunca ha querido imponer su religión 2. ¿Está sugiriendo dar dinero a los traficantes de seres humanos?"
Musulmanes: volved a vuestro país.,Los musulmanes no son extranjeros.
"Las leyes británicas están más a favor de los musulmanes. Los musulmanes no serán castigados si cometen un crimen, pero los británicos sí.",Los negros son detenidos por la policía sin otro motivo que el de ser negros. Los musulmanes son encuestados por PREVENT solo por ser musulmanes. Cualquiera pensaría que la ley inglesa ha perseguido a los musulmanes durante cientos de años.
"Obviamente, es una enfermedad mental, la conciliación con el Islam y los musulmanes.",No veo nada malo en tratar de comprender mejor las diferentes culturas y religiones. Lo más importante es que no lo llamaría una enfermedad mental. Esto es una falta de respeto.
Nunca partas el pan con un Quranimal. Corre el riesgo de contraer el VIH y / o el Ébola.,"Lucharon en dos guerras mundiales por nosotros, proporcionaron atención médica, hicieron avances científicos, contribuyeron a la economía de manera masiva. ¿Hace falta que siga?"
"Esas mujeres blancas que se están convirtiendo al Islam son las más tristes y las que más se odian a sí mismas que jamás hayas conocido. Están felices de alabar el Islam y unirse a una hermandad de tolerancia y comprensión mientras viven en Occidente. Intente vivir en Pakistán, Arabia Saudita o Sudán.","Quizás esa 'hermandad de tolerancia y comprensión' está desafiando el sexismo en todas partes, incluidos aquellos hombres que sienten que pueden decirles a las mujeres en qué deben creer y cómo vivir sus vidas."
"El Islam es totalitario: los musulmanes quieren invadir todos los países. Si queremos vivir en un mundo multicultural, necesitamos algunos países sin Islam.","No estoy seguro de utilizar la palabra ""invasión"" para describir la propagación de una fe o creencia en particular, pero, ¿no es eso lo que hacen las religiones? ¿Difundirse por texto, por predicación, por el boca a boca, por proselitismo?"
"Es una pena que ya no haya crucifijo en la escuela, una falta de respeto.",Es la presencia del crucifijo la verdadera falta de respeto en un estado laico.
Uno de los muchos violadores paquistaníes. Deberíamos extraditarlos de nuestro país.,"¿Por qué llamas a Pakistán un país repugnante? Tiene su cultura y valores. No podemos decir que todos los paquistaníes son violadores. Por lo tanto, no debe insultar a todo el pueblo pakistaní."
"Que se joda el Islam y que se joda el ISIS. Deberíamos repatriar a todos los musulmanes. Todos son un grupo de criminales violentos que no comparten nuestros valores y nunca lo harán. Sin ellos, Gran Bretaña será un lugar mejor y más seguro.","Seguramente son nuestras 'acciones' las que nos hacen criminales, no la fe que sigamos, ya sea por elección, tradición o cultura."
"Si no se adaptan a nuestra cultura, pueden desaparecer.","Una de las mayores barreras para la asimilación es la intolerancia como esta. Quizás si hicieras que los musulmanes se sintieran más bienvenidos, ¿lo harían?"
Musulmanes: volved a vuestro país.,Francia es nuestro país.
