Stance	Clean_tweet
AGAINST	Those aren't pantsuits. They are camouflage outfits carefully tailored to minimize silhouette. Think stealthsuits.Very high tech. SemST
AGAINST	Just ordered my Chillary Clinton Koozies. Gotta support the team. SemST
AGAINST	We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long Bernie2016 SemST
AGAINST	realDonaldTrump not good when only AnnCoulter defends you. Your big mouth & giant ego are your downfall stupidisasstupiddoes SemST
AGAINST	Hillary must have been at the Navy Yard, under sniper fire!  SemST
AGAINST	JW4Hillary MrDane1982 I choose "it takes a village! SemST
AGAINST	mizerello meetthepress at least he didn't lose an embassy, cover up a murder, or burn govt emails. SemST
AGAINST	HILLARY has been lying for so long that her first fib was in morse code HillNo2016 SemST
FAVOR	EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.   SemST
AGAINST	INeedMeninist because HillaryClinton is running for president...do I need to say more? SemST
AGAINST	Cruz-- Perry 2016 tedcruz GovernorPerry It's the only win-win choice SemST
NONE	CPC thinks they can run antisocial personal attack advertising on socialmedia! LOL! cdnpoli StopHarper FeelTheBern fnpoli SemST
NONE	CBSThisMorning Bernie Sanders had record crowds in Madison wis why no mention from you guys you talked about trump Trump SemST
FAVOR	Was asked by HillaryClinton to help with her campaign. Gladly (excitedly) accepted! SemST
FAVOR	HillaryforIA come on, Iowa! For better USA and the ROW SemST
AGAINST	Pundits say Jim Webb facing uphill battle with Hillary.  Really, it's with Bernie for the anti-Hillary vote.  JimWebb SemST
NONE	Exciting to hear more about our Fellows all across the country on tonight's call. Special shout-out to the FellowsIA. SemST
FAVOR	AnitaFinlay politico Hillary's doing the right thing -- staying focus on her campaign. SemST
AGAINST	chicagotribune ayyylmao do Democrats & other liberals realize no one wants HillaryClinton which is Obamanation 2.0? SemST
NONE	betheljd Thanks for the follow David, may God bless you and your family.  freeallfour SemST
AGAINST	Network_Citizen ProudInfidel33 YoungBLKRepub "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol SemST
AGAINST	sunbeltgirl 9975Ts bobwilsonn "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol StopHillary2016 SemST
AGAINST	WoodenThreat ProudInfidel33 "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol SemST
AGAINST	kin2souls sunbeltgirl ChristiChat "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol SemST
AGAINST	RedStateJake "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	gerfingerpoken Why is this woman like teflon?  She has committed enuf egregious crimes she should B superglued 2the dang wall! SemST
AGAINST	Babbsgirl2 "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	ResistTyranny "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	weknowwhatsbest "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
FAVOR	randyprine fabiaceae They know they're going to lose to HRC so they keep trying! SemST
AGAINST	realDonaldTrump "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	If you support HillaryClinton you are supporting another term of the policies of George W Bush. democrats mepolitics SemST
NONE	Shy_Buffy welcome little sister! Love you! SemST
AGAINST	politico anniekarni "HillaryClinton can't even manage billclinton & she wants to be POTUS" WakeUpAmerica StopHillary2016 SemST
AGAINST	oreillyfactor "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	FoxNews  "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
AGAINST	politico  "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
FAVOR	Another Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus. SemST
AGAINST	TIMENOUT  "HillaryClinton can't even manage billclinton and she wants to be POTUS" lol WakeUpAmerica StopHillary2016 SemST
NONE	So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! Rockstars SemST
AGAINST	The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. nofriends SemST
NONE	FrankCraig: skzdalimit if you're the best your side has to offer, we have nothing to worry about, slick. SemST
NONE	RAM0018 joanwalsh Salon BreeNewsome chrislhayes Without the blacks and minority voters? NO, Won't happen! SemST
NONE	popcornreel joanwalsh SenSanders BernieSanders He is what he is and it doesn't resonate with minority and black voters! SemST
AGAINST	awadgolf Crossbearer1956 ScottSaxman1 This is why I'm not voting for Hillary SemST
NONE	foxnewspolitics NOT EVEN A LITTLE BIT!!! Nobama WeMissYouGipper SemST
AGAINST	Putin, NothingMoreAmericanThan voting based for a politician to lead the country when she can't even handle email. think SemST
AGAINST	Putin, NothingMoreAmericanThan voting for a politician to lead the country when she can't even handle email. think SemST
NONE	2 people that are surprising? Trump &Fiorina. Why? Cause they're being honest w/what they think.  Obama built that.  SemST
NONE	So we're to believe that "Santa" is a hairstylist?   Um... okay. You often need code for that. Lies SemST
NONE	Jimmy Fallon music playing. Thank you .... DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,  SemST
NONE	oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas? SemST
FAVOR	So excited to hear HillaryClinton speak here at dartmouth in Hanover HillaryinNH HillaryforNH SemST
AGAINST	HillaryInNH is like Adolph Hitler in a Synagogue.   tcot uniteblue ctot SemST
NONE	Ered604 welcome 2 Twitter~PROUD to be UNITEBLUE~  WarOnWomen  worldpeace  tngov TN socialjustice AllLivesMatter unity SemST
FAVOR	Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! AdamParkhomenko MD SemST
NONE	Didn't think about that. Don't think I'd ever vote for someone with dual citizenship. Can't believe it's legal. Bernie SemST
AGAINST	Clinton entitlement is the proverbial American hemorrhoid tcot Opinionated SemST
AGAINST	Norman Hsu illegally donated $850,000 to HillaryClinton, there is evidence he worked for China.  White House for sale.  SemST
NONE	kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he's a moderate. SemST
AGAINST	HillaryClinton lied about the cost of the gala, she was fined for it, but if it were GOP they'd be in jail  Unfit for office  SemST
FAVOR	Fabulous HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. HillaryInNH SemST
NONE	SOCIALMEDIA is NOT for sociopaths & psychopaths. If you insult people u don't know, you are the above. Resign. feelthebern SemST
AGAINST	ZekeJMiller BretBaier danmericaCNN  How could anyone vote for that woman?  SemST
AGAINST	RedHatGeek Hillary's nose from lying is now bigger than Bill's cigars. SemST
AGAINST	DemocratGuide Reuters bur Hlllary just raised 45 million! SemST
AGAINST	Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. july4th SemST
AGAINST	JOEL5H wonderfullone Bipartisanism I hear the Peter Gunn theme. She's going to kick some serious GOP ass. SemST
AGAINST	At least the few mistakes made by GOP candidates on the campaign aren't felonies like the onesHillaryClinton makes.OhHillNo SemST
AGAINST	Great comments by MittRomney about pathological liar HillaryClinton . SemST
AGAINST	I wish Bernie's fans would stop screaming. Bernie2016 SemST
AGAINST	realDonaldTrump is the only honest voice of the GOP and that should scare the shit out of everyone! SemST
AGAINST	frodofied SO? THt will NEVER erase their support of DOMA & silence on LGBT LGBTQ rights until it is politically aventageous. SemST
AGAINST	roughcountry451 vendettajane Fortunately Bryan he does not have a saying on that  freeallfour SemST
AGAINST	anthonyweiner super out of touch and stupid.   Please go away. NYCPride NYC SemST
AGAINST	clantro jjauthor CarmineZozzora  Why not, they lie about everything else, even when confronted with the truth.  freeallfour SemST
AGAINST	over the river and through the woods, and UP WITH HILL WE GO! Yass HillaryClinton  Hillary   SemST
AGAINST	I am a big HILLARY Clinton supporter. My plan is working, poor Donnie doesn't even know. Trump2016 SemST
AGAINST	greta What Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted SemST
AGAINST	TrucksHorsesDog  CommonCore , another brilliant idea supported by a bush.  nomorebushes  SemST
AGAINST	Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? p2 bernie2016 SemST
AGAINST	She's NOT a WOMAN, she's a POLITICIAN. WhyImNotVotingForHillary StopHillaryClinton2016 Benghazi savetheUSA SemST
AGAINST	HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal SemST
AGAINST	YAAAS, Hillary! TsarRhys wins best dressed here at the Merrimack 4th of July parade! HillaryforNH SemST
AGAINST	The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the liberals told you to be.  unitedblue SemST
AGAINST	.HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high. SemST
AGAINST	Why does the " shit barometer " always rise when Republicans speak? USA July4 SemST
AGAINST	Ba68scgal The guy w/ the Benghazi sign has guts Loveit NoHillary2016 SemST
AGAINST	vendettajane Thanks for the follow, may God bless you and your family !  freeallfour SemST
AGAINST	MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee SemST
AGAINST	Since SNL ain't that funny anymore please JoeBiden run for president.. if even just for the hilarious debates between you & SemST
AGAINST	I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. Sanders2016 SemST
AGAINST	HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail SemST
AGAINST	Hilly & Barry's Bloody Benghazi Bamboozle HillaryIceCreamFlavors   tcot WakeUpAmerica SemST
AGAINST	NumbersMuncher HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! NoHillary2016 SemST
AGAINST	redsteeze:  Broke, as in Dead broke" Elitist Nauseating Get behind the rope  Hateful Arrogant Z Ideologue  Someone else add Z. SemST
AGAINST	redsteeze maggieNYT By that time the guy with Benghazi sign will be arrested. SemST
AGAINST	adamplevy maggieNYT danmericaCNN The people came to see & hear Hillary not the Press obstructing their view SemST
AGAINST	PoliticalShort She would have to have a conscious to be haunted. jlconnell66 killary Marxism  SemST
AGAINST	theblaze  Heaven forbid anyone invade the space of the Queen of Lies. -_- SemST
AGAINST	TarekFatah anniekarni And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible HumaAbedin SemST
AGAINST	/Leftest Hippocratic Domecrats won't vote for FineLady MichellBachmann but will vote for EmailScandal Benghazi Killary SemST
AGAINST	Support independent BernieSanders because he's not a liar. POTUS libcrib democrats tlot republicans WakeUpAmerica SemST
AGAINST	Babbsgirl2 DrMartyFox She is as bad or worse possibly than Obama and she will continue to break laws as if she is invincible. SemST
AGAINST	nytimes was that "awkwardness" or "awfulness"? I think the latter SemST
AGAINST	Today's number is 8! That's how many years old Jesus was when he learned to ride a bike!  Pretty cool dude! USWNT proudmom SemST
AGAINST	JessieJaneDuff Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch SemST
AGAINST	Grateful for the chance to tell the world about my love of many flavors of ice cream! WakeUpAmerica SemST
AGAINST	If you cant dazzle them with brilliance, baffle them with bullshit. HillaryClinton libstardsareidiots SemST
AGAINST	akawhit1 ITS TIME TO ROPE OFF KILLARY FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM  INSANE OBAMMAD WakeUpAmerica SemST
